Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Ind
1-June-2015,329,333,327.6,329.2,330.2090543491,321017,5246,106002720,78610,24.49,5.4,0.2,642
29-May-2015,325,331.9,325,328.5,328.2939964482,506217,7782,166188002,104630,20.67,6.9,3.5,643
28-May-2015,330.7,331,322.4,324.65,325.9748310546,523542,7720,170661515,142663,27.25,8.6,-6.05,644
27-May-2015,333,334,327.5,328.3,330.0384061924,425296,6886,140364014,108360,25.48,6.5,-4.7,645
26-May-2015,334.25,336.3,329.35,332.85,332.9462806696,436100,7654,145197873,82262,18.86,6.95,-1.4,646
25-May-2015,339.95,339.95,331.5,332.75,335.1054096486,543954,9600,182281928,129860,23.87,8.45,-7.2,647
22-May-2015,342,347.75,340.8,341.55,343.8086846054,573843,8651,197292207,118666,20.68,6.95,-0.45,648
21-May-2015,350,351,341.25,342.9,344.252063316,1391813,20707,479134497,315914,22.7,9.75,-7.1,649
20-May-2015,367.8,368.15,355.7,361.35,361.1915336844,995120,15918,359428919,172269,17.31,12.45,-6.45,650
19-May-2015,364,369.8,362.05,368.15,366.9879440749,543799,7874,199567677,109199,20.08,7.75,4.15,651
18-May-2015,365,366.85,361.4,364.05,364.0195686635,360832,5074,131349909,66421,18.41,5.45,-0.95,652
15-May-2015,357.5,364.8,355.55,363.45,360.7768395116,780044,12636,281421809,111811,14.33,9.25,5.95,653
14-May-2015,359.8,366.75,357.35,365.65,363.5636883121,603745,9003,219499759,86880,14.39,9.4,5.85,654
13-May-2015,355.2,361.25,352,359.55,357.5079755373,873985,12777,312456608,117339,13.43,9.25,4.35,655
12-May-2015,376.1,376.1,352.35,353.15,359.7468502263,1284378,15203,462050940,374124,29.13,23.75,-22.95,656
11-May-2015,372,381.2,370.45,376.85,376.8850330754,669984,10709,252506942,142359,21.25,10.75,4.85,657
8-May-2015,369.15,374.65,364.35,366.2,368.4435004281,518588,14674,191070378,63051,12.16,10.3,-2.95,658
7-May-2015,367,370,360.65,367,365.0722551593,676879,18237,247109743,73152,10.81,9.35,0,659
6-May-2015,380,384.2,365.65,367.25,373.24235266,1087960,28745,406072750,126831,11.66,18.55,-12.75,660
5-May-2015,364.1,380,363,379.2,375.3148276009,1105081,27454,414753285,218563,19.78,17,15.1,661
4-May-2015,363,366.85,357.55,361.3,361.2742623324,509308,15531,183999872,106412,20.89,9.3,-1.7,662
30-April-2015,369,369,359.2,360.5,363.3913419214,532289,15761,193429214,141866,26.65,9.8,-8.5,663
29-April-2015,372,378.45,367.75,369.25,374.5309682192,720529,19310,269860424,92383,12.82,10.7,-2.75,664
28-April-2015,369,373.75,366.1,371.35,370.3429908865,603500,15535,223501995,103404,17.13,7.65,2.35,665
27-April-2015,369.7,372.4,361.85,367.95,367.4743669838,694690,19318,255280768,120359,17.33,10.55,-1.75,666
24-April-2015,371.4,373.75,362.55,370.15,370.3108009436,1506498,36466,557872481,257657,17.1,11.2,-1.25,667
23-April-2015,354.5,369.9,354.5,368.7,365.0181668618,1765137,45050,644307072,391029,22.15,15.4,14.2,668
22-April-2015,350.95,354.5,341.55,351.15,348.8168363736,801087,18544,279432633,130863,16.34,12.95,0.2,669
21-April-2015,346,351.85,343.65,348,348.1565739174,739772,17522,257556485,121731,16.46,8.2,2,670
20-April-2015,349,354.2,339.3,344.35,348.5073728367,862965,22784,300749665,111140,12.88,14.9,-4.65,671
17-April-2015,336.9,352,336,345.85,346.6271198247,1148503,27080,398102287,203062,17.68,16,8.95,672
16-April-2015,339,343,334.2,337.3,338.167090528,594534,16024,201051833,121259,20.4,8.8,-1.7,673
15-April-2015,345,345,336,337.7,340.4535451514,468767,14348,159593387,132906,28.35,9,-7.3,674
