Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Ind
13-October-2017,293.85,295.2,290.3,291.85,292.7322542902,51280,767,15011310,15476,30.18,4.9,-2,54
12-October-2017,291.1,293.8,290.15,292.45,292.0985970483,115257,906,33666408,56046,48.63,3.65,1.35,55
11-October-2017,286.55,293.5,286.55,290.65,289.7193294387,59055,855,17109375,30189,51.12,6.95,4.1,56
10-October-2017,286.95,288.4,285.15,286.55,286.5724983464,42332,557,12131187,15660,36.99,3.25,-0.4,57
9-October-2017,287,287.35,284.65,286.55,286.0208743286,37606,406,10756101,15690,41.72,2.7,-0.45,58
6-October-2017,285,287,283.85,286.25,285.8545778488,65107,652,18611134,14284,21.94,3.15,1.25,59
5-October-2017,282,285,282,283.7,283.9807460891,97227,834,27610596,13599,13.99,3,1.7,60
4-October-2017,283.05,286.05,281.75,283.1,284.0344156747,64767,700,18396057,14908,23.02,4.3,0.05,61
3-October-2017,281.55,285.4,281,283.05,282.9352418203,72099,831,20399348,18791,26.06,4.4,1.5,62
29-September-2017,287,287.75,280,280.95,283.5105526698,85476,1015,24233348,19439,22.74,7.75,-6.05,63
28-September-2017,288.6,290.4,285,285.85,286.1930321758,87861,859,25145206,28116,32,5.4,-2.75,64
27-September-2017,290.3,290.4,287.85,288.6,288.8508245486,76648,667,22139838,16615,21.68,2.55,-1.7,65
26-September-2017,291.2,292.35,289.05,290.25,290.1233785736,69923,819,20286297,16278,23.28,3.3,-0.95,66
25-September-2017,293.9,294.3,290,291.6,291.939913911,119179,986,34793107,40858,34.28,4.3,-2.3,67
22-September-2017,291,294.65,290.95,294.05,293.211963487,152932,1281,44841492,43477,28.43,3.7,3.05,68
21-September-2017,289,292.15,289,291.15,290.8125874792,105025,753,30542592,27058,25.76,3.15,2.15,69
20-September-2017,289,292.95,286.3,291.75,289.4501368941,234853,1799,67978233,76899,32.74,6.65,2.75,70
19-September-2017,288,291.05,287.6,288.9,289.3810838437,114463,918,33123427,14116,12.33,3.45,0.9,71
18-September-2017,284.7,289.2,284.45,288.6,288.0411192391,329724,1705,94974070,221251,67.1,4.75,3.9,72
15-September-2017,286.05,287,282,285.75,285.0259733376,150924,1666,43017260,43204,28.63,5,-0.3,73
14-September-2017,281.6,288.9,281.6,283.9,283.8682389313,463832,3589,131667173,123691,26.67,7.3,2.3,74
13-September-2017,298.8,299.65,295.05,296.05,297.1422122259,808742,4067,240311387,540306,66.81,4.6,-2.75,75
12-September-2017,302,302.75,297.45,298.25,299.1417568503,689427,3644,206236404,426401,61.85,5.3,-3.75,76
11-September-2017,301,303.55,300.5,301.25,301.7068303872,361429,2966,109045598,227692,63,3.05,0.25,77
8-September-2017,300,301.5,298.5,300.4,299.7960021696,377955,2587,113309398,270883,71.67,3,0.4,78
7-September-2017,298.9,300,297.7,298.95,298.9184720594,382973,2438,114477704,254546,66.47,2.3,0.05,79
6-September-2017,297.9,298,296.1,297.2,297.0168041883,305043,1763,90602897,211901,69.47,1.9,-0.7,80
5-September-2017,297.3,298.5,296.75,297.2,297.5037520173,283181,1788,84247410,174325,61.56,1.75,-0.1,81
4-September-2017,297,298,295.85,297.35,296.8461165823,332349,2565,98656510,207838,62.54,2.15,0.35,82
1-September-2017,298,298.3,296.2,296.8,297.0045456481,281808,2507,83698257,173836,61.69,2.1,-1.2,83
31-August-2017,295.5,300,294.65,299.05,296.5263969171,778500,5634,230845800,,,5.35,3.55,84
30-August-2017,291.1,292.7,291,291.65,291.8240821571,223377,2113,65186788,110336,49.39,1.7,0.55,85
29-August-2017,290.2,292.05,290.2,290.95,290.971864202,188692,1586,54904063,111591,59.14,1.85,0.75,86
28-August-2017,290.8,292,289.75,290.9,290.9402471224,231788,2240,67436458,152206,65.67,2.25,0.1,87
24-August-2017,290.1,290.95,288.85,289.6,289.7110285075,647268,2196,187520678,564211,87.17,2.1,-0.5,88
23-August-2017,291,291.95,290.15,290.85,290.9362814855,222761,2111,64809257,90723,40.73,1.8,-0.15,89
22-August-2017,289.75,293.05,289.2,290.25,291.1761141389,275594,2690,80246390,147454,53.5,3.85,0.5,90
21-August-2017,289.15,291.35,288,288.35,289.4174663132,364015,2735,105352299,177666,48.81,3.35,-0.8,91
18-August-2017,288.25,291,288,288.2,289.4364128904,298268,2454,86329620,142383,47.74,3,-0.05,92
17-August-2017,290,290.9,288,288.8,289.3123190916,251163,2424,72664550,137740,54.84,2.9,-1.2,93
16-August-2017,289,290.4,288,290,289.5100378982,195260,1344,56529730,68402,35.03,2.4,1,94
14-August-2017,290.6,291,287.5,289,288.5593182401,183173,1880,52856276,76193,41.6,3.5,-1.6,95
11-August-2017,288.05,294.35,288.05,289.9,290.639203024,257674,3010,74890166,81618,31.67,6.3,1.85,96
10-August-2017,286,289,285.9,288,287.8277800441,144629,1544,41628244,63046,43.59,3.1,2,97
9-August-2017,287,288.45,286.1,286.75,287.3913751565,148594,1175,42704634,67163,45.2,2.35,-0.25,98
8-August-2017,290.1,291.2,285.3,287.45,287.0285056811,229884,1947,65983261,98023,42.64,5.9,-2.65,99
7-August-2017,289.25,290,287.4,288.5,288.3601655363,153199,1654,44176489,74419,48.58,2.6,-0.75,100
4-August-2017,289.1,293.25,289,289.3,289.9597238098,215214,2363,62403392,111198,51.67,4.25,0.2,101
3-August-2017,294.1,295.4,289.15,289.65,291.227444444,254383,2553,74083311,109049,42.87,6.25,-4.45,102
2-August-2017,294.5,297.65,293.55,294.35,295.2282914737,196052,2201,57880097,52757,26.91,4.1,-0.15,103
1-August-2017,290,295.9,289.45,294.25,293.8511231805,399357,3386,117351503,173365,43.41,6.45,4.25,104
31-July-2017,289.95,290.5,288.05,289,289.3796321425,228458,2239,66111092,89017,38.96,2.45,-0.95,105
28-July-2017,289.05,290.85,288.05,288.9,288.8392443157,318334,3008,91947352,147789,46.43,2.8,-0.15,106
27-July-2017,290,292,287.55,290.1,289.8620878311,257722,2350,74703837,124173,48.18,4.45,0.1,107
26-July-2017,290,291.4,286,289.95,289.7933620715,371863,3032,107763429,173098,46.55,5.4,-0.05,108
25-July-2017,292.85,293,289.4,289.85,290.3250409653,409493,4157,118886072,197590,48.25,3.6,-3,109
24-July-2017,290.95,293.65,289.5,291.8,291.722239618,852699,6137,248751262,328178,38.49,4.15,0.85,110
21-July-2017,284.4,291,280,286.4,286.8878929117,2103908,13912,603585733,919777,43.72,11,2,111
20-July-2017,272,274.25,268.2,269,271.0321028619,241100,2383,65345840,87966,36.49,6.05,-3,112
19-July-2017,271,272.2,267.45,271.25,269.9542170787,239609,2418,64683460,115441,48.18,4.75,0.25,113
18-July-2017,267.1,272,267.1,268.65,269.2868200934,216390,3145,58270975,86716,40.07,4.9,1.55,114
17-July-2017,267.1,273.9,264.7,267.6,269.0018315591,511586,5780,137617571,107587,21.03,9.2,0.5,115
14-July-2017,264.5,265,258.9,259.5,261.1956206569,80012,1193,20898784,27228,34.03,6.1,-5,116
13-July-2017,260.1,265.75,260.1,264.2,263.627821303,143595,1751,37855637,30679,21.36,5.65,4.1,117
12-July-2017,263.05,266.5,261.55,263.95,263.3517808385,132213,1586,34818529,31830,24.07,4.95,0.9,118
11-July-2017,268,273.2,262.5,263.35,266.2014231575,560725,2261,149265793,414920,74,10.7,-4.65,119
10-July-2017,256.4,269.85,256.4,268.5,265.0471018093,784938,11337,208045542,423351,53.93,13.45,12.1,120
7-July-2017,255,258.4,255,256.6,256.9338158957,69352,1077,17818874,23767,34.27,3.4,1.6,121
6-July-2017,257,260.05,256,257.1,257.8927734704,77257,1034,19924022,22420,29.02,4.05,0.1,122
5-July-2017,260.8,260.8,256.3,257.55,257.9445431374,129470,1143,33396080,75288,58.15,4.5,-3.25,123
4-July-2017,258.05,260.9,255.15,259.9,258.6521453196,144454,1363,37363337,46680,32.31,5.75,1.85,124
3-July-2017,259,260.35,252.3,259.35,256.818820437,238156,1986,61162943,52392,22,8.05,0.35,125
30-June-2017,260,260.75,256.5,258.75,258.1866313401,155124,1423,40050943,66374,42.79,4.25,-1.25,126
29-June-2017,259,260.8,256.05,259.25,258.7109301618,147985,1868,38285337,46639,31.52,4.75,0.25,127
28-June-2017,257,259.9,254.2,258.4,257.2623750419,149050,1361,38344957,58483,39.24,5.7,1.4,128
27-June-2017,256.85,257.7,253.4,256,255.4672695952,150930,1362,38557675,42961,28.46,4.3,-0.85,129
23-June-2017,255,259.9,253.15,256.85,257.0252008526,243960,3158,62703868,98400,40.33,6.75,1.85,130
22-June-2017,256,258.8,253.35,254.65,255.6545267957,127651,1370,32634556,34907,27.35,5.45,-1.35,131
21-June-2017,254.1,257,252.1,255.9,254.1476225311,266565,2031,67746861,119466,44.82,4.9,1.8,132
20-June-2017,256,257.25,253.15,254.05,254.4408557142,176788,1657,44982090,31078,17.58,4.1,-1.95,133
19-June-2017,256.9,257.5,253.55,254.35,254.8716066849,158326,1592,40352802,63746,40.26,3.95,-2.55,134
16-June-2017,261,263,253.1,254.95,255.6895442675,254645,3232,65110064,57036,22.4,9.9,-6.05,135
15-June-2017,260.05,262,255.2,260.8,258.8166132011,329184,4432,85198288,67326,20.45,6.8,0.75,136
14-June-2017,261,261.3,252.45,256.05,255.3016082053,297661,2686,75993332,57013,19.15,8.85,-4.95,137
13-June-2017,261.8,266.7,257,259.35,261.5382501098,293607,4169,76789461,79566,27.1,9.7,-2.45,138
12-June-2017,540,540,520.25,526.3,526.0365458457,183605,3168,96582940,52720,28.71,19.75,-13.7,139
9-June-2017,541,543.5,531.3,536.75,537.3316269164,226791,3275,121861977,96481,42.54,12.2,-4.25,140
8-June-2017,550.9,552.75,542.3,545.55,545.8187961277,104330,1697,56945275,37155,35.61,10.45,-5.35,141
7-June-2017,560,562,536,548.85,551.7824355123,427795,4004,236049767,267636,62.56,26,-11.15,142
6-June-2017,555,567.85,552.3,560.65,562.4644465957,750997,4421,422409112,585124,77.91,15.55,5.65,143
5-June-2017,551.9,558,546.7,555.6,551.542367704,576170,2489,317782166,466800,81.02,11.3,3.7,144
