Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Ind
10-April-2013,279,282.75,274.45,281.65,279.1989156209,354673,4992,99024317,41468,11.69,8.3,2.65,1168
9-April-2013,281.85,283.5,274.1,277.1,276.9263709181,623232,5453,172589376,321385,51.57,9.4,-4.75,1169
8-April-2013,270.95,284.55,270.25,281.2,278.4288418147,632429,7537,176086474,161191,25.49,14.3,10.25,1170
5-April-2013,273.8,279.35,266.95,270.65,272.2076046582,453906,7943,123556665,135032,29.75,12.4,-3.15,1171
4-April-2013,280.55,284.65,272.2,273.75,278.2684062333,474486,6083,132034463,68188,14.37,12.45,-6.8,1172
3-April-2013,292,292.7,279.4,280.65,283.601268423,406489,6837,115280796,97375,23.96,13.3,-11.35,1173
2-April-2013,294,294.9,290.25,292.2,292.3015874602,200131,2877,58498609,63424,31.69,4.65,-1.8,1174
1-April-2013,290.7,295,289.2,293.4,292.6902033524,190851,3009,55860218,35920,18.82,5.8,2.7,1175
28-March-2013,296.95,296.95,288.7,291.8,291.1669095428,158517,2678,46154905,41355,26.09,8.25,-5.15,1176
26-March-2013,286.5,298.25,285.35,297.05,294.1674217177,410789,5941,120840741,90857,22.12,12.9,10.55,1177
25-March-2013,297.7,297.7,287.35,288.45,292.2195363481,681632,6473,199186187,343063,50.33,10.35,-9.25,1178
22-March-2013,299,299.9,288.6,294.2,293.2108251884,534993,7950,156865739,95104,17.78,11.3,-4.8,1179
21-March-2013,286,303.5,283.6,298,298.2254076494,1583775,20413,472321945,488649,30.85,19.9,12,1180
20-March-2013,290,297.55,275.55,281.15,286.6043925744,1719083,18722,492696739,429038,24.96,22,-8.85,1181
19-March-2013,310,311.8,284.3,293.4,296.037374447,1424797,17532,421793163,308167,21.63,27.5,-16.6,1182
18-March-2013,306,310.5,301.2,308,306.1672695036,351947,5822,107754652,44656,12.69,9.3,2,1183
15-March-2013,312.5,317.1,307.2,311.05,311.0415262949,744155,6161,231463107,393003,52.81,9.9,-1.45,1184
14-March-2013,315,317.8,309.05,315,313.5267679495,270398,4048,84777011,47833,17.69,8.75,0,1185
13-March-2013,314.2,320,311,317.6,316.9089773316,455436,5240,144331757,183441,40.28,9,3.4,1186
12-March-2013,321,321,314.1,315.2,316.4153133808,149020,2295,47152210,22795,15.3,6.9,-5.8,1187
11-March-2013,323,326.05,319.25,322.05,321.7429312539,496552,4217,159762096,317900,64.02,6.8,-0.95,1188
8-March-2013,323,325.65,320.5,323.1,323.0103985429,564406,4419,182309007,305039,54.05,5.15,0.1,1189
7-March-2013,319,321.3,316.55,320.45,319.7618976364,307414,2603,98299284,149195,48.53,4.75,1.45,1190
6-March-2013,325,327,319.2,321.7,321.6309288546,586475,5117,188628499,316630,53.99,7.8,-3.3,1191
5-March-2013,316.75,324,309.9,321.95,315.60675355,522540,5624,164917153,198176,37.93,14.1,5.2,1192
4-March-2013,314,316.9,307.55,315.5,312.5694758563,393518,4727,123001715,126780,32.22,9.35,1.5,1193
1-March-2013,323.55,326.15,308.1,310.95,317.8812159155,879798,18513,279671258,214777,24.41,18.05,-12.6,1194
28-February-2013,326.5,327.85,317.65,323.55,323.9342248786,623412,12256,201944483,274958,44.11,10.2,-2.95,1195
27-February-2013,316.75,324.45,315,321.55,321.2366165298,521240,12607,167441374,115365,22.13,9.45,4.8,1196
26-February-2013,310,334.55,302.55,311.3,314.1361766289,860199,12038,270219625,86173,10.02,32,1.3,1197
25-February-2013,307.8,311.75,305.4,307.05,308.1564119783,364825,5453,112423163,26876,7.37,6.35,-0.75,1198
22-February-2013,296.65,311.1,296.05,309.8,305.1298079208,652179,8941,198999253,183055,28.07,15.05,13.15,1199
21-February-2013,303,307.75,291.65,296.05,302.6627382566,1016866,10244,307767448,521453,51.28,16.1,-6.95,1200
20-February-2013,310.5,311.5,303.5,304.55,306.2582518531,395699,6997,121186084,43028,10.87,8,-5.95,1201
19-February-2013,315,315,304.75,307.75,307.8364343872,236425,6545,72780229,43160,18.26,10.25,-7.25,1202
18-February-2013,316,317.45,312,313.85,314.486624136,112703,2164,35443586,16276,14.44,5.45,-2.15,1203
15-February-2013,313,318.15,306.55,316.25,312.0792192512,248172,3570,77449324,34683,13.98,11.6,3.25,1204
14-February-2013,324.15,326.75,310.4,312.4,314.9845122342,253103,4178,79723525,47640,18.82,16.35,-11.75,1205
13-February-2013,323.8,329.9,323.05,325.5,327.2510048343,198789,2819,65053900,43598,21.93,6.85,1.7,1206
