Time (t),0,0.5,1,1.5,3,4.5
,,,,,,
,33.859,59.959,100.66,160.61,519.1,1419.4
,,31.893,57.7,98.439,359.93,1025
,,15.096,29.804,55.295,242.03,732.79
,,,13.47,27.573,154.84,516.32
,,,5.1548,11.767,91.193,355.96
,,,,4.1214,46.976,237.16
,,,,1.125,19.725,149.15
,,,,,6.1485,83.951
,,,,,1.236,36.251
,,,,,0.11833,8.1492
,,,,,0,0
,,,,,0,0
,,,,,0,0
,,,,,,0
,,,,,,0
,,,,,,0
,,,,,,0
,,,,,,0
,,,,,,0
