Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
29-October-2018,248.95,268.75,248.30,268.05,262.476765058044414976,2416167,15994,634187698.00,504151,20.87,20.45,19.10
26-October-2018,254.00,254.00,247.65,248.10,249.798796647735544010,1037269,7705,259108548.00,233109,22.47,6.35,-5.90
25-October-2018,254.80,255.00,248.40,249.65,250.297411006158053702,1439903,11840,360403993.00,536706,37.27,6.60,-5.15
24-October-2018,259.50,261.85,252.90,255.50,256.710901801777695229,1270634,8201,326185600.00,372300,29.30,8.95,-4.00
23-October-2018,258.30,259.00,254.95,255.35,256.615293872387524248,1194413,8034,306504643.00,339675,28.44,4.05,-2.95
22-October-2018,264.55,266.50,259.00,259.95,262.866197556585186418,3525967,8836,926857538.00,2658176,75.39,7.50,-4.60
19-October-2018,260.00,264.00,258.10,260.85,260.731878803124187296,1526541,8238,398017903.00,439855,28.81,5.90,0.85
17-October-2018,274.45,275.00,259.90,261.15,266.536603638262957462,1282755,9188,341901161.00,262513,20.46,15.10,-13.30
16-October-2018,264.80,271.00,263.60,270.20,267.711825564796881011,1837519,8561,491925566.00,863560,47.00,7.40,5.40
15-October-2018,263.35,265.60,261.00,263.35,263.138659558093623476,896570,6811,235922228.00,135956,15.16,4.60,0.00
12-October-2018,265.00,268.00,261.50,263.35,264.842798102469398543,6700498,11518,1774578639.00,3291836,49.13,6.50,-1.65
11-October-2018,268.80,271.25,261.10,262.15,264.079912211042228535,2638145,19739,696681100.00,757310,28.71,10.15,-6.65
10-October-2018,261.95,279.40,261.15,278.10,271.711110319439496496,1684200,11941,457615852.00,389689,23.14,18.25,16.15
9-October-2018,268.70,268.70,259.70,262.65,263.465676373115363959,1145115,9832,301698498.00,232235,20.28,9.00,-6.05
8-October-2018,259.15,268.35,258.55,266.00,262.596993095255772514,1077520,9426,282953512.00,226624,21.03,9.80,6.85
5-October-2018,271.00,272.00,255.95,257.80,263.452364279538289065,2129211,17252,560945672.00,500930,23.53,16.05,-13.20
4-October-2018,268.95,272.40,265.80,270.60,269.607857373184668598,998578,8606,269224475.00,161901,16.21,6.60,1.65
3-October-2018,274.00,278.30,269.95,270.70,273.430260220817793085,1566631,9087,428364322.00,496108,31.67,8.35,-3.30
1-October-2018,265.50,274.25,264.40,273.05,269.016934330487734113,1464835,9846,394065421.00,328466,22.42,9.85,7.55
28-September-2018,266.85,272.75,262.40,265.00,267.297596852248318371,1981859,14593,529746148.00,448322,22.62,10.35,-1.85
27-September-2018,264.05,268.15,263.90,265.00,266.112211010414106235,939783,8888,250087732.00,137744,14.66,4.25,0.95
26-September-2018,272.55,273.85,262.35,264.00,264.513991494682489885,5335956,10818,1411435020.00,286854,5.38,11.50,-8.55
25-September-2018,264.90,272.20,261.00,270.25,265.656791758884728347,1171589,12282,311240575.00,153044,13.06,11.20,5.35
24-September-2018,272.25,273.00,263.00,264.55,266.902963289538171132,2803506,13104,748264059.00,1460988,52.11,10.00,-7.70
21-September-2018,274.90,279.35,253.60,270.05,271.390636437397278469,3124345,21747,847917978.00,755462,24.18,25.75,-4.85
19-September-2018,276.05,278.00,270.60,271.40,273.749782367043004272,1717341,14542,470121725.00,422165,24.58,7.40,-4.65
18-September-2018,285.60,286.90,272.55,274.00,277.278717427246258065,1777022,16513,492730381.00,491504,27.66,14.35,-11.60
17-September-2018,289.50,289.50,284.10,285.60,285.814547026309416646,1036473,8244,296239061.00,200307,19.33,5.40,-3.90
14-September-2018,290.00,291.45,288.85,290.40,290.238922129536620517,915880,6195,265824024.00,189211,20.66,2.60,0.40
12-September-2018,283.90,286.60,280.15,285.45,283.731245004174289926,1125940,8491,319464358.00,124831,11.09,6.45,1.55
11-September-2018,288.30,291.50,281.20,282.30,285.929188032303515702,2335721,13504,667850809.00,806237,34.52,10.30,-6.00
10-September-2018,291.00,293.30,284.00,285.00,287.827410961795879754,1653251,11467,475850955.00,393967,23.83,9.30,-6.00
7-September-2018,296.50,296.50,290.00,291.85,291.959192649678480406,1316405,10063,384336541.00,254906,19.36,6.50,-4.65
6-September-2018,298.30,300.00,295.10,296.65,297.445718740691933460,886328,6895,263634469.00,112325,12.67,4.90,-1.65
5-September-2018,296.90,298.90,290.60,296.75,295.127552994055791851,1072809,10034,316615495.00,110604,10.31,8.30,-0.15
4-September-2018,307.70,307.70,295.70,296.60,302.137712298477757053,1127481,9660,340654530.00,191290,16.97,12.00,-11.10
3-September-2018,312.00,312.20,304.30,306.40,309.942051545097760159,1011813,6743,313603397.00,266422,26.33,7.90,-5.60
31-August-2018,307.30,310.00,304.75,308.85,307.453489401413945002,1333008,7732,409837961.00,390346,29.28,5.25,1.55
30-August-2018,310.00,310.00,306.00,308.15,307.738723002806681270,934912,6176,287708625.00,141539,15.14,4.00,-1.85
29-August-2018,306.90,312.00,306.00,309.65,309.818186368706948781,1538284,12104,476588359.00,309424,20.11,6.00,2.75
28-August-2018,308.70,310.15,303.60,304.95,305.699994831316316057,812586,8744,248407536.00,154783,19.05,6.55,-3.75
27-August-2018,303.25,310.30,303.25,308.25,308.239749107777510590,1887982,11032,581951098.00,737952,39.09,7.05,5.00
24-August-2018,301.25,305.85,299.10,300.30,301.705453878159395702,1068084,10615,322246768.00,236721,22.16,6.75,-0.95
23-August-2018,307.90,307.90,298.35,302.25,302.220101474292689781,953542,8264,288179560.00,127434,13.36,9.55,-5.65
21-August-2018,308.10,308.50,303.50,306.90,305.549971979561562551,758375,9665,231721460.00,187707,24.75,5.00,-1.20
20-August-2018,304.00,308.50,303.70,307.55,306.042774240510517336,1390276,10952,425483924.00,408237,29.36,4.80,3.55
17-August-2018,295.90,302.65,294.20,302.00,298.706119201310361388,1395035,10438,416705491.00,228093,16.35,8.45,6.10
16-August-2018,293.95,298.25,290.50,292.70,294.551654642098737750,1137255,8303,334980342.00,257674,22.66,7.75,-1.25
14-August-2018,296.95,299.10,293.75,294.70,295.611121075591875260,1678183,7545,496089558.00,334018,19.90,5.35,-2.25
13-August-2018,296.40,302.55,291.80,294.80,296.734807912861557516,2454485,16767,728331135.00,295730,12.05,10.75,-1.60
10-August-2018,317.70,325.85,301.10,304.45,313.022457201259881021,6462515,47787,2022912325.00,819899,12.69,24.75,-13.25
9-August-2018,313.00,319.20,310.10,316.45,315.698125708335708570,2508521,18620,791935378.00,461318,18.39,9.10,3.45
8-August-2018,305.50,310.55,303.15,308.65,307.081339527498026909,1057985,7553,324887451.00,250314,23.66,7.40,3.15
7-August-2018,309.40,310.50,303.00,304.00,306.324674281758393907,1083375,7740,331864494.00,191625,17.69,7.50,-5.40
6-August-2018,300.50,310.90,300.50,308.55,307.249391552131203351,2032631,17606,624524638.00,552680,27.19,10.40,8.05
3-August-2018,295.40,299.15,294.05,298.60,296.047191437119256329,3477241,15433,1029427432.00,1689670,48.59,5.10,3.20
2-August-2018,293.90,296.20,290.60,294.00,293.904431475546193035,884852,6790,260061924.00,141946,16.04,5.60,0.10
1-August-2018,295.00,297.80,289.00,295.10,293.080485303877960850,1758321,11832,515329572.00,133762,7.61,8.80,0.10
31-July-2018,297.40,302.30,292.25,293.40,296.221925431333625567,1877491,16866,556153999.00,380883,20.29,10.05,-4.00
30-July-2018,288.00,299.55,287.60,297.35,296.383025715925201525,1962286,16316,581588262.00,450736,22.97,11.95,9.35
27-July-2018,289.00,296.80,285.00,286.60,290.425202019420679981,1939170,16195,563183839.00,264113,13.62,11.80,-2.40
26-July-2018,275.00,288.50,273.55,286.70,282.990778614781612579,2153581,19093,609443564.00,478405,22.21,14.95,11.70
25-July-2018,269.40,272.55,265.80,271.45,269.274618106072665662,810369,6873,218211803.00,187952,23.19,6.75,2.05
24-July-2018,266.40,269.25,265.70,266.70,267.348090802721135051,583727,4494,156058299.00,110611,18.95,3.55,0.30
23-July-2018,261.50,267.35,260.70,266.40,264.485382638319560044,776987,4857,205501704.00,184668,23.77,6.65,4.90
20-July-2018,260.90,262.90,258.65,260.95,261.064518034743206878,677082,4543,176762086.00,268093,39.60,4.25,0.05
19-July-2018,259.10,263.20,256.00,260.15,260.607856989439307719,772866,5172,201414952.00,99409,12.86,7.20,1.05
18-July-2018,260.00,262.65,256.05,259.00,259.308945550008841492,882204,6345,228763389.00,188546,21.37,6.60,-1.00
17-July-2018,250.95,260.00,250.35,259.25,254.982696103862355835,1077503,9258,274744620.00,277186,25.72,9.65,8.30
16-July-2018,257.00,257.55,251.10,251.75,253.547343808726818156,481573,6682,122101555.00,133693,27.76,6.45,-5.25
13-July-2018,261.90,263.05,256.10,257.60,258.130644738233536023,3130061,4365,807964664.00,2753697,87.98,6.95,-4.30
12-July-2018,261.90,264.35,261.00,262.75,263.059661185735896675,526188,4095,138418837.00,78169,14.86,3.35,0.85
11-July-2018,263.45,263.45,258.00,258.90,259.699587943949461734,586328,5295,152269140.00,107302,18.30,5.45,-4.55
10-July-2018,262.10,265.60,262.10,263.50,264.192499555747708665,545861,4252,144212382.00,129253,23.68,3.50,1.40
9-July-2018,258.00,262.40,258.00,261.35,260.579389109199540567,569398,4530,148373383.00,94453,16.59,4.40,3.35
6-July-2018,256.90,260.90,255.70,257.45,258.494961006971411239,652809,5145,168747837.00,103819,15.90,5.20,0.55
5-July-2018,257.10,258.60,255.50,256.60,257.016355532301374190,405184,3605,104138915.00,65971,16.28,3.10,-0.50
4-July-2018,257.00,258.35,254.65,257.50,256.939322264942785116,764399,4157,196404161.00,252702,33.06,3.70,0.50
3-July-2018,260.00,260.70,256.70,257.75,258.420142637032116397,541935,4613,140046920.00,56581,10.44,4.00,-2.25
2-July-2018,259.90,261.60,254.00,259.10,258.019285079647140953,882392,6138,227674153.00,71993,8.16,7.60,-0.80
29-June-2018,257.60,263.30,257.60,259.30,260.920084175497839448,569762,5265,148662349.00,118331,20.77,5.70,1.70
28-June-2018,260.00,261.95,255.85,256.85,258.299772852264788587,740047,5380,191153972.00,115436,15.60,6.10,-3.15
27-June-2018,268.00,268.00,260.80,261.65,263.725343658271369039,795485,5304,209789555.00,117362,14.75,7.20,-6.35
26-June-2018,267.00,271.10,265.45,267.15,268.146366314868619934,978497,5618,262380415.00,207936,21.25,5.65,0.15
25-June-2018,273.00,275.00,267.40,268.30,270.212974539844862870,482283,4330,130319124.00,86108,17.85,7.60,-4.70
22-June-2018,268.00,273.90,265.80,273.25,270.179856671578352999,775701,5330,209578785.00,110727,14.27,8.10,5.25
21-June-2018,274.40,274.55,268.05,268.70,270.803814370763438665,460574,3940,124725196.00,71108,15.44,6.50,-5.70
20-June-2018,272.55,274.75,271.55,273.25,272.875604239801858726,911269,5603,248663079.00,265442,29.13,3.20,0.70
19-June-2018,276.00,276.70,270.10,272.40,272.694653610514740535,1145820,6043,312458988.00,421971,36.83,6.60,-3.60
18-June-2018,277.50,279.70,275.55,276.85,277.020013594568998125,703222,4321,194806568.00,157446,22.39,4.15,-0.65
15-June-2018,282.70,283.40,276.50,277.55,279.365656169210685733,703218,6063,196454958.00,180467,25.66,6.90,-5.15
14-June-2018,287.00,287.15,281.25,282.70,283.103507149069326387,903754,8035,255855927.00,169680,18.78,5.90,-4.30
13-June-2018,284.00,289.35,284.00,287.65,287.251982205050065302,1470080,12722,422283394.00,277181,18.85,5.35,3.65
12-June-2018,273.65,284.60,273.65,282.85,279.049103554610368770,1735577,10048,484311206.00,667744,38.47,10.95,9.20
11-June-2018,273.70,278.25,272.55,273.65,276.161210777228709505,918121,7238,253549407.00,147171,16.03,5.70,-0.05
8-June-2018,269.05,273.20,267.05,272.70,270.659309634425781496,951380,7153,257499854.00,118966,12.50,6.15,3.65
7-June-2018,271.40,272.70,268.40,269.25,270.637661018812571546,1036913,7186,280627709.00,142668,13.76,4.30,-2.15
6-June-2018,263.00,270.80,262.15,269.90,267.606527416964866704,1003521,6508,268548770.00,128884,12.84,8.65,6.90
5-June-2018,262.00,265.05,261.00,263.50,263.472500065829813005,797511,4668,210122217.00,185560,23.27,4.05,1.50
4-June-2018,268.85,268.95,261.65,263.10,264.430264638783269961,657500,4628,173862899.00,116306,17.69,7.30,-5.75
1-June-2018,269.50,269.70,264.60,266.75,266.736321352159744220,746894,4966,199223758.00,131819,17.65,5.10,-2.75
31-May-2018,267.40,272.85,263.20,269.20,267.143558838115808354,863012,6449,230548097.00,117098,13.57,9.65,1.80
30-May-2018,261.60,268.05,260.00,266.90,264.768906038443585110,1077579,6133,285309413.00,137622,12.77,8.05,5.30
29-May-2018,270.10,271.00,263.45,264.90,266.765290209956211950,821457,6560,219136215.00,116719,14.21,7.55,-5.20
28-May-2018,267.50,274.00,266.25,272.25,271.167846813009912889,1176549,8638,319042259.00,264423,22.47,7.75,4.75
25-May-2018,268.20,268.70,262.65,267.00,265.319215185745568282,1140754,7171,302663956.00,206540,18.11,6.05,-1.20
24-May-2018,264.70,269.50,260.80,268.50,266.061535729701871119,2078061,16030,552892101.00,442107,21.27,8.70,3.80
23-May-2018,254.20,269.70,254.15,263.20,265.068264121569025620,4757067,31908,1260947492.00,1004943,21.13,15.55,9.00
22-May-2018,244.30,259.90,241.30,254.15,250.301672193422110392,4489373,26973,1123697569.00,818773,18.24,18.60,9.85
21-May-2018,242.70,245.85,240.25,245.10,243.623848682316911705,1389712,9252,338566986.00,442268,31.82,5.60,2.40
18-May-2018,242.90,243.90,237.85,239.20,240.268481858146256933,2252912,7320,541303746.00,1299681,57.69,6.05,-3.70
17-May-2018,245.00,245.95,242.00,243.30,244.245643329632217711,1866104,9610,455787772.00,1022530,54.79,3.95,-1.70
16-May-2018,245.75,248.60,240.80,243.15,244.024770520778798264,1533799,7951,374284949.00,416001,27.12,7.80,-2.60
15-May-2018,253.80,257.20,246.00,248.60,251.361214147281032372,2175881,9614,546932090.00,869019,39.94,11.20,-5.20
14-May-2018,250.00,255.60,248.55,253.35,253.653295022383137568,1425180,6914,361501603.00,720465,50.55,7.05,3.35
11-May-2018,247.15,251.80,246.10,250.90,249.315291964364470318,2267400,6196,565297493.00,1120914,49.44,5.70,3.75
10-May-2018,247.30,250.35,246.60,247.95,248.025643880022798518,1122880,4944,278503035.00,525432,46.79,3.75,0.65
9-May-2018,249.95,249.95,246.45,248.80,248.493203183272110984,2068689,8870,514055156.00,928753,44.90,3.50,-1.15
8-May-2018,247.50,252.45,244.75,250.00,249.736820031393359882,2584623,8207,645475529.00,1356142,52.47,7.70,2.50
7-May-2018,242.00,248.15,242.00,246.50,245.870143889489897059,1721182,6479,423187266.00,881285,51.20,6.15,4.50
4-May-2018,243.00,243.85,240.65,241.95,242.022496800003778593,1905471,5090,461166849.00,1368434,71.82,3.20,-1.05
3-May-2018,240.05,243.40,238.80,241.80,241.368477992545699073,741317,5097,178930556.00,122368,16.51,4.60,1.75
2-May-2018,246.40,246.40,239.75,240.65,242.134254535880353373,638079,6516,154500783.00,187404,29.37,6.65,-5.75
30-April-2018,245.00,249.50,244.80,246.30,246.990424501960751689,961621,7457,237511179.00,147075,15.29,4.70,1.30
27-April-2018,232.00,245.75,232.00,242.65,242.008743285375990107,1733902,13744,419619444.00,392944,22.66,13.75,10.65
26-April-2018,238.10,238.75,232.60,233.35,235.257267791636096845,851875,8398,200409785.00,355867,41.77,6.15,-4.75
25-April-2018,240.50,240.70,237.00,237.40,238.870365479785511706,696728,6274,166427672.00,200968,28.84,3.70,-3.10
24-April-2018,242.00,243.50,239.50,240.60,241.279275601480325395,636887,5059,153667634.00,184048,28.90,4.00,-1.40
23-April-2018,242.50,244.85,239.25,242.70,243.056539729250693461,2604328,8495,632998952.00,1622292,62.29,5.60,0.20
20-April-2018,245.50,245.55,239.50,241.40,241.612136027583040341,1176085,14885,284156409.00,379499,32.27,6.05,-4.10
19-April-2018,247.90,248.20,245.20,246.25,246.627324664588659288,706446,6021,174228887.00,186180,26.35,3.00,-1.65
18-April-2018,249.00,250.00,245.40,246.25,247.598127022811810556,844431,5987,209079534.00,207857,24.62,4.60,-2.75
17-April-2018,251.50,252.55,246.80,248.20,249.326489987452246234,857524,6026,213803449.00,172222,20.08,5.75,-3.30
16-April-2018,249.00,251.50,247.50,249.30,249.324041752048301120,582678,4992,145275634.00,125993,21.62,4.00,0.30
13-April-2018,254.05,256.05,250.15,251.20,252.637033266490828127,1005847,7764,254114202.00,193955,19.28,5.90,-2.85
12-April-2018,257.00,257.40,252.70,254.30,254.519419170654562632,779024,6196,198276736.00,137161,17.61,4.70,-2.70
11-April-2018,263.25,263.25,256.50,257.30,258.416043845956713184,858460,5882,221839837.00,199973,23.29,6.75,-5.95
10-April-2018,260.65,265.25,258.50,263.25,262.213508376495525565,4251599,10672,1114826690.00,2801602,65.90,6.75,2.60
9-April-2018,261.20,262.75,257.80,260.55,261.022653493801051219,1675768,8400,437413410.00,579956,34.61,4.95,-0.65
6-April-2018,260.00,261.15,255.00,259.80,258.559314999908773034,3233693,10552,836101447.00,1886767,58.35,6.15,-0.20
5-April-2018,251.20,261.60,250.00,258.40,255.410176061522614659,1541677,12242,393759994.00,289557,18.78,11.60,7.20
4-April-2018,251.00,253.00,245.60,246.90,249.500247818217149893,915994,6969,228540730.00,195872,21.38,7.40,-4.10
3-April-2018,249.80,253.00,248.25,250.35,251.308513153475875965,2233250,11768,561234737.00,1166127,52.22,4.75,0.55
2-April-2018,251.00,251.95,245.15,246.30,247.261627516880867130,819715,6465,202684065.00,181990,22.20,6.80,-4.70
28-March-2018,252.40,255.90,249.15,250.10,252.170884041960723448,1095310,9363,276205291.00,226861,20.71,6.75,-2.30
27-March-2018,250.70,255.20,248.20,253.85,251.238988257026380057,2726226,12231,684934262.00,1323253,48.54,7.00,3.15
26-March-2018,235.00,247.50,234.45,246.35,242.981635131636598582,3101683,14649,753652007.00,1526210,49.21,13.05,11.35
23-March-2018,238.60,238.60,232.50,234.60,234.760304653429633676,1993347,13791,467958749.00,673156,33.77,6.10,-4.00
22-March-2018,246.90,247.20,241.00,241.60,243.613929740280586332,2448373,14205,596457768.00,874068,35.70,6.20,-5.30
21-March-2018,251.00,254.00,247.20,247.70,250.800019983583107042,1581298,8213,396589570.00,598699,37.86,6.80,-3.30
20-March-2018,247.00,252.30,245.45,249.25,249.617300451873531763,1135716,7562,283494362.00,257092,22.64,6.85,2.25
19-March-2018,253.00,253.80,246.10,248.10,248.898572984860931378,1074901,8707,267541325.00,269401,25.06,7.70,-4.90
16-March-2018,253.00,255.60,250.50,252.60,253.210380081494705569,1834475,13379,464508112.00,757155,41.27,5.10,-0.40
15-March-2018,257.90,258.85,253.10,254.10,255.853976576572322960,847186,6827,216755907.00,178696,21.09,5.75,-3.80
14-March-2018,252.05,257.60,250.00,257.00,254.000030353298274097,1416650,9682,359829143.00,137968,9.74,7.60,4.95
13-March-2018,251.85,262.40,250.00,254.90,256.957290617806789353,2170015,14519,557601175.00,336322,15.50,12.40,3.05
12-March-2018,254.00,255.00,247.40,252.85,250.641122997034261880,1189923,9886,298243637.00,348792,29.31,7.60,-1.15
9-March-2018,257.05,257.55,251.90,253.15,253.902657859363532157,970104,7431,246311984.00,143334,14.78,5.65,-3.90
8-March-2018,247.00,257.50,244.40,256.75,251.659729790371177639,1871880,14220,471076815.00,337373,18.02,13.10,9.75
7-March-2018,255.95,255.95,246.00,246.65,248.704511737756587447,2370683,14479,589599558.00,1142292,48.18,9.95,-9.30
6-March-2018,266.00,266.10,255.00,256.50,261.434589281535221156,1478458,13163,386520060.00,552316,37.36,11.10,-9.50
5-March-2018,260.80,268.00,258.75,263.80,262.740987092430142224,1259416,8924,330900203.00,312133,24.78,9.25,3.00
1-March-2018,266.80,270.00,261.30,262.55,264.480474283431720606,3299546,25431,872665491.00,1546499,46.87,8.70,-4.25
28-February-2018,264.80,270.40,260.90,268.75,266.916571433378544878,3090656,15604,824947303.00,1276064,41.29,9.50,3.95
27-February-2018,273.95,275.85,266.10,267.80,269.084032698989550696,2343314,13061,630548381.00,1131926,48.30,9.75,-6.15
26-February-2018,280.00,280.40,273.75,274.75,275.741364549442653807,1976330,9379,544955931.00,1069308,54.11,6.65,-5.25
23-February-2018,273.05,277.35,272.70,276.10,275.894522501186373776,1803816,9220,497662954.00,858976,47.62,4.65,3.05
22-February-2018,271.60,273.50,269.25,272.60,272.283170249956585035,1232294,7750,335532917.00,419397,34.03,4.25,1.00
21-February-2018,272.00,274.00,267.30,273.10,271.357628195396752799,2068366,12916,561266892.00,753663,36.44,6.70,1.10
20-February-2018,268.20,273.95,264.75,269.65,269.902615711229419843,3655220,14559,986553439.00,1470820,40.24,9.20,1.45
19-February-2018,271.20,271.75,256.60,267.65,262.890724912703684726,3120693,22956,820401245.00,894204,28.65,15.15,-3.55
16-February-2018,280.05,281.20,270.00,271.75,273.575375075524388107,3887817,16314,1063610994.00,2324787,59.80,11.20,-8.30
15-February-2018,275.00,282.00,274.45,278.85,279.279032304819012675,2897772,16577,809286960.00,971654,33.53,7.55,3.85
14-February-2018,289.00,289.40,275.80,276.80,280.841771711242732567,4035985,25801,1133473178.00,1642615,40.70,13.60,-12.20
12-February-2018,288.00,292.40,285.00,288.50,289.159788289763181972,2614328,21726,755958531.00,642095,24.56,7.40,0.50
9-February-2018,297.95,300.55,295.05,296.40,297.764430447626521793,1480654,11369,440886095.00,328317,22.17,5.50,-1.55
8-February-2018,293.00,308.05,292.15,301.45,298.894908598785548972,1575362,9778,470867681.00,337390,21.42,15.90,8.45
7-February-2018,295.60,297.95,290.10,292.75,293.296336221839178171,1658643,10069,486473915.00,218492,13.17,7.85,-2.85
6-February-2018,286.00,297.05,283.10,291.50,287.291893942865075003,7376854,16778,2119310357.00,5612241,76.08,13.95,5.50
5-February-2018,292.70,300.00,289.80,297.70,295.079281621883875469,1100646,9262,324777831.00,195565,17.77,10.20,5.00
2-February-2018,302.00,305.40,295.05,296.90,300.067442168014605485,1746741,14663,524140104.00,531984,30.46,10.35,-5.10
1-February-2018,316.05,317.45,304.50,305.55,310.210139283844417202,2992953,16984,928444367.00,797072,26.63,12.95,-10.50
31-January-2018,313.00,316.45,307.65,312.75,311.379748702403143102,1593330,9634,496130695.00,619306,38.87,8.80,-0.25
30-January-2018,311.05,318.75,310.80,312.85,314.571830192685876780,1516354,9902,477002253.00,446749,29.46,7.95,1.80
29-January-2018,313.80,318.00,310.00,311.10,312.693824055066831338,1897912,12641,593465361.00,761651,40.13,8.00,-2.70
25-January-2018,333.00,334.80,312.00,313.15,318.276468044335811035,2511198,19114,799255230.00,587236,23.38,22.80,-19.85
