Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
31-December-2018,172.60,173.90,171.90,172.60,172.845086368816576545,536131,3719,92667609.00,120746,22.52,2.00,0.00
28-December-2018,169.90,172.15,169.20,170.80,171.028165165756911531,984514,4837,168379623.00,306779,31.16,2.95,0.90
27-December-2018,173.00,173.30,168.05,168.80,170.080122242424029287,1137412,5665,193451172.00,420390,36.96,5.25,-4.20
26-December-2018,172.00,172.15,167.70,170.90,170.194135083328855931,1321451,6363,224903210.00,325183,24.61,4.45,-1.10
24-December-2018,176.50,178.00,171.45,172.30,174.474540660649311543,1471189,6777,256685025.00,415800,28.26,6.55,-4.20
21-December-2018,177.30,180.45,175.10,175.90,178.040221024545793375,2535465,13292,451414749.00,773346,30.50,5.35,-1.40
20-December-2018,173.60,177.30,171.90,175.95,175.247683773907708216,1802609,8469,315903052.00,500702,27.78,5.40,2.35
19-December-2018,176.00,176.40,172.50,173.65,174.206845892017905156,1074104,5711,187116270.00,262996,24.49,3.90,-2.35
18-December-2018,174.00,177.60,173.20,174.40,174.700411913630712801,1719778,9016,300445925.00,463960,26.98,4.40,0.40
17-December-2018,167.40,175.90,167.30,173.75,173.548110087344096508,2385851,13208,414059932.00,316095,13.25,8.60,6.35
14-December-2018,166.80,168.35,164.80,166.90,166.911474657597322384,1259628,6423,210246367.00,303323,24.08,3.55,0.10
13-December-2018,166.70,167.95,165.65,166.45,166.769028244019895600,1422425,8203,237216435.00,416809,29.30,2.30,-0.25
12-December-2018,159.90,167.00,158.00,163.90,163.325086628254094309,2100354,10638,343040499.00,360470,17.16,9.00,4.00
11-December-2018,155.20,159.60,154.70,158.20,157.300236812026764784,1253737,7333,197213127.00,271033,21.62,4.90,3.00
10-December-2018,160.55,160.55,156.10,156.85,158.161345259327772804,1341719,8514,212208082.00,379568,28.29,4.45,-3.70
7-December-2018,162.60,164.20,160.75,162.45,162.523076786089929735,1796914,8056,292039992.00,430026,23.93,3.45,-0.15
6-December-2018,168.95,168.95,161.40,162.40,164.386095355644608620,2258828,13511,371319915.00,822622,36.42,7.55,-6.55
5-December-2018,173.75,173.75,168.70,169.20,170.629662645185848836,1552579,8752,264916031.00,347189,22.36,5.05,-4.55
4-December-2018,177.80,178.80,175.15,175.70,176.954366155668229522,1126357,6511,199313789.00,238555,21.18,3.65,-2.10
3-December-2018,173.70,176.45,170.20,175.40,174.175577095288598842,1611389,9286,280664609.00,219723,13.64,6.25,1.70
30-November-2018,173.50,175.00,170.50,171.95,172.700646275412752819,1337665,9001,231015610.00,347523,25.98,4.50,-1.55
29-November-2018,177.00,179.25,173.65,177.30,177.052191564919000877,1002480,5666,177491281.00,278152,27.75,5.60,0.30
28-November-2018,181.30,181.30,173.85,174.35,176.330630518739317376,1014498,6719,178887072.00,358527,35.34,7.45,-6.95
27-November-2018,182.30,184.40,178.90,180.00,181.143311808424830820,1052579,4933,190667646.00,317140,30.13,5.50,-2.30
26-November-2018,184.45,184.55,177.10,181.70,180.080388754869051103,936014,6449,168557765.00,245882,26.27,7.45,-2.75
22-November-2018,185.00,186.00,181.60,182.25,183.373285381727438519,626743,4507,114927923.00,124518,19.87,4.40,-2.75
21-November-2018,184.85,186.75,183.70,184.15,184.823636155670074409,646958,4435,119573130.00,130027,20.10,3.05,-0.70
20-November-2018,184.30,188.40,182.90,183.30,185.022887824940023056,1444305,8525,267229482.00,325780,22.56,5.50,-1.00
19-November-2018,180.65,184.95,179.10,184.30,183.197300574654053967,1118238,7245,204858183.00,251858,22.52,5.85,3.65
16-November-2018,180.80,181.90,178.15,179.40,179.581099095644344878,1319503,6511,236957799.00,366677,27.79,3.75,-1.40
15-November-2018,178.00,182.80,177.10,179.95,180.566458290999248860,1540327,9401,278131391.00,441506,28.66,5.70,1.95
14-November-2018,180.10,183.15,176.20,176.80,179.355853353162579576,1547882,10259,277621697.00,349264,22.56,6.95,-3.30
13-November-2018,181.00,182.95,178.45,179.80,180.563555858855697336,1749642,12364,315921581.00,353028,20.18,4.50,-1.20
12-November-2018,194.40,194.85,185.25,185.95,188.754204790360885992,1911213,11320,360749490.00,587794,30.76,9.60,-8.45
9-November-2018,192.90,200.75,192.00,195.40,197.125850949832067021,1528586,9644,301323816.00,364091,23.82,8.75,2.50
7-November-2018,196.50,196.50,193.60,195.10,194.859938729822080829,509220,4885,99226578.00,244488,48.01,2.90,-1.40
6-November-2018,192.00,199.30,191.30,192.85,195.929201237958387650,2610427,16871,511458877.00,392085,15.02,8.00,0.85
5-November-2018,191.40,191.75,186.70,189.65,188.911018454413682766,1542612,9177,291416404.00,349667,22.67,5.05,-1.75
2-November-2018,181.50,191.40,181.00,190.00,187.668132650680337709,5190143,19464,974024445.00,2156118,41.54,10.40,8.50
1-November-2018,179.20,186.05,177.40,178.75,181.492620007794188313,3369177,21329,611480761.00,540628,16.05,8.65,-0.45
31-October-2018,178.40,179.70,173.50,178.65,175.974893655627613568,1554149,9577,273491205.00,252235,16.23,6.20,0.25
30-October-2018,177.70,181.45,176.00,177.30,178.511263723008334325,1554415,11433,277480586.00,310936,20.00,5.45,-0.40
29-October-2018,169.10,176.45,167.95,175.35,173.281186845422185485,1362233,8637,236049351.00,249986,18.35,8.50,6.25
26-October-2018,166.10,172.80,165.80,168.85,169.636700016994497266,2124217,12249,360345162.00,426672,20.09,7.00,2.75
25-October-2018,168.30,169.50,164.55,165.40,166.940746165730965522,1519716,10994,253702523.00,357827,23.55,4.95,-2.90
24-October-2018,172.55,175.10,169.10,170.55,170.973972472808830724,1729054,10089,295623231.00,550653,31.85,6.00,-2.00
23-October-2018,170.00,175.70,169.80,170.65,172.246832755594254034,1582606,9711,272598871.00,382539,24.17,5.90,0.65
22-October-2018,176.80,176.95,170.00,170.55,171.792992415804567361,1638539,11094,281489518.00,542622,33.12,6.95,-6.25
19-October-2018,179.25,180.00,174.25,174.80,176.360386788188644276,1322998,9971,233324439.00,311114,23.52,5.75,-4.45
17-October-2018,188.40,188.80,177.95,179.20,181.552732365353443093,1972906,12236,358186475.00,699697,35.47,10.85,-9.20
16-October-2018,184.60,187.20,184.60,185.50,185.894071598323433102,1269499,8334,235992338.00,456706,35.98,2.60,0.90
15-October-2018,185.70,186.35,182.80,184.30,184.314361241526742345,1182544,7587,217959842.00,281901,23.84,3.55,-1.40
12-October-2018,186.00,188.20,182.75,183.40,184.885652793820386947,1773056,13799,327812616.00,467199,26.35,5.45,-2.60
11-October-2018,184.75,187.75,178.10,182.75,184.084243950983953807,2259913,15715,416014376.00,536041,23.72,9.65,-2.00
10-October-2018,186.00,190.80,185.00,188.75,187.893715176521629421,5564134,26657,1045465809.00,2300610,41.35,5.80,2.75
9-October-2018,205.80,206.00,170.65,184.25,186.273640982771063111,13254155,89561,2468899710.00,4222465,31.86,35.35,-21.55
8-October-2018,216.55,218.95,208.15,212.75,214.158528266704000142,1342852,11702,287583208.00,338184,25.18,10.80,-3.80
5-October-2018,223.25,226.45,215.00,216.55,221.376864903367260059,1078206,9060,238689864.00,382049,35.43,11.45,-6.70
4-October-2018,225.00,230.65,221.60,223.25,225.576794981173603817,1034983,8517,233468148.00,272154,26.30,9.05,-1.75
3-October-2018,230.00,232.75,226.00,227.55,229.391906703374550080,732631,8110,168059622.00,145016,19.79,6.75,-2.45
1-October-2018,224.30,230.50,220.05,229.25,225.263901382560572579,818192,7290,184309122.00,150498,18.39,10.45,4.95
28-September-2018,228.00,230.60,219.65,223.45,225.471923040304986620,987322,11148,222613390.00,205198,20.78,10.95,-4.55
27-September-2018,235.10,236.80,223.50,225.55,228.774834179890692890,1699432,13014,388787274.00,869061,51.14,13.30,-9.55
26-September-2018,242.00,244.00,229.80,233.30,236.029561166023424003,3202783,14587,755951466.00,1979912,61.82,14.20,-8.70
25-September-2018,240.00,243.40,235.40,240.90,239.685329748968672614,1033377,10521,247685307.00,153300,14.83,8.00,0.90
24-September-2018,251.80,251.80,239.35,240.25,244.740924322115154397,897977,9341,219771721.00,207516,23.11,12.45,-11.55
21-September-2018,254.75,257.70,229.05,250.20,247.880141950897050807,1552086,13144,384731298.00,299238,19.28,28.65,-4.55
19-September-2018,252.40,255.15,251.15,252.70,253.149390755437931132,631766,6981,159931178.00,178967,28.33,4.00,0.30
18-September-2018,258.20,259.65,250.70,251.45,255.312124496076986432,1038105,9168,265040793.00,415562,40.03,8.95,-6.75
17-September-2018,264.70,264.70,259.50,260.20,262.109911126110923613,684453,6583,179401915.00,244484,35.72,5.20,-4.50
14-September-2018,265.15,269.30,263.35,266.45,266.511328210602215451,707305,5298,188504795.00,145450,20.56,5.95,1.30
12-September-2018,269.80,269.80,259.00,262.65,262.009785288622470523,1366439,9666,358020389.00,330487,24.19,10.80,-7.15
11-September-2018,277.40,278.85,266.00,267.20,273.133322411172544441,726352,6076,198390935.00,163669,22.53,12.85,-10.20
10-September-2018,276.30,282.00,272.00,275.55,277.178515156987965717,2087453,15295,578597123.00,617059,29.56,10.00,-0.75
7-September-2018,270.80,279.95,269.20,277.50,276.423452535589591940,2165591,16437,598620141.00,476512,22.00,10.75,6.70
6-September-2018,271.00,272.00,264.05,269.95,268.507836287929147876,1168857,9239,313847264.00,204257,17.47,7.95,-1.05
5-September-2018,260.00,270.65,255.45,265.55,261.897277857419570219,1120294,8330,293401949.00,254888,22.75,15.20,5.55
4-September-2018,270.60,271.05,260.65,262.05,265.729900889651943187,1025120,7728,272405036.00,396719,38.70,10.40,-8.55
3-September-2018,271.70,273.00,265.45,266.70,269.261830742340821774,1083047,9935,291623218.00,352332,32.53,7.55,-5.00
31-August-2018,259.00,268.20,258.20,267.10,264.441509239606939407,834884,7278,220777985.00,218199,26.14,10.00,8.10
30-August-2018,261.85,263.00,259.10,259.65,260.805285703874257364,370471,3657,96620795.00,141257,38.13,3.90,-2.20
29-August-2018,260.50,263.70,260.50,261.60,262.343552204034087425,407775,3955,106977142.00,133434,32.72,3.20,1.10
28-August-2018,261.00,263.20,259.30,260.30,260.915822138873245073,699602,6903,182537231.00,144384,20.64,3.90,-0.70
27-August-2018,257.90,259.50,256.65,258.90,258.259591784929518249,630305,5101,162782312.00,159205,25.26,2.85,1.00
24-August-2018,256.35,258.60,255.05,255.60,256.903725429226929315,713958,5853,183418470.00,187843,26.31,3.55,-0.75
23-August-2018,269.70,269.70,256.40,257.40,260.308588712197394510,1408104,14135,366541565.00,424538,30.15,13.30,-12.30
21-August-2018,271.05,274.60,266.90,269.05,271.522101053189248095,1457193,11800,395660105.00,270217,18.54,7.70,-2.00
20-August-2018,262.00,271.90,259.45,269.55,267.538245062296623139,1787015,14182,478094857.00,500500,28.01,12.45,7.55
17-August-2018,253.60,258.95,253.40,257.35,255.965377730952016811,706164,6790,180753535.00,242029,34.27,5.55,3.75
16-August-2018,247.50,252.75,245.00,251.15,249.928572051500449131,687994,6316,171949358.00,173542,25.22,7.75,3.65
14-August-2018,248.70,249.90,247.50,248.70,248.635453867176366044,477144,5124,118634915.00,187297,39.25,2.40,0.00
13-August-2018,249.55,249.55,243.25,248.55,247.412444393938620101,1566376,7737,387540915.00,925505,59.09,6.30,-1.00
10-August-2018,261.35,261.35,249.90,250.25,252.650031679030579705,953312,9775,240854307.00,405319,42.52,11.45,-11.10
9-August-2018,257.00,260.50,255.00,257.50,258.330445599386555337,586850,5472,151601222.00,147087,25.06,5.50,0.50
8-August-2018,253.05,258.40,252.10,255.00,255.409880961448607427,879631,8016,224666449.00,207237,23.56,6.30,1.95
7-August-2018,255.00,255.95,251.00,251.85,253.811585343368829051,1220335,9144,309735161.00,598108,49.01,4.95,-3.15
6-August-2018,260.95,261.85,253.15,254.70,258.060107545508693578,842806,7176,217494607.00,312672,37.10,8.70,-6.25
3-August-2018,262.60,263.80,257.70,258.75,260.848866959555984815,743398,6025,193914526.00,227471,30.60,6.10,-3.85
2-August-2018,264.50,266.10,258.90,260.95,262.471085650847403479,1001648,9457,262903638.00,216434,21.61,7.20,-3.55
1-August-2018,248.00,267.30,248.00,264.95,260.254534324211029126,3249106,26148,845594569.00,298608,9.19,19.30,16.95
31-July-2018,268.60,270.50,262.50,264.15,265.151739702938318969,764757,8666,202776649.00,220958,28.89,8.00,-4.45
30-July-2018,269.35,271.70,266.25,267.30,269.288389176503305822,589717,5213,158803941.00,185132,31.39,5.45,-2.05
27-July-2018,259.65,269.10,258.65,267.70,265.407002685524461624,1121941,8615,297770998.00,238150,21.23,10.45,8.05
26-July-2018,258.15,262.95,257.50,258.50,261.354326127352802706,1161859,6138,303656876.00,643992,55.43,5.45,0.35
25-July-2018,259.50,261.75,256.10,257.30,258.123512334377560882,557669,4955,143947481.00,216394,38.80,5.65,-2.20
24-July-2018,259.30,263.75,257.70,259.20,260.807802588267778900,688105,6240,179463153.00,180446,26.22,6.05,-0.10
23-July-2018,255.30,259.30,251.35,258.25,255.727616167897951670,559578,8254,143099548.00,126279,22.57,7.95,2.95
20-July-2018,252.45,254.00,251.20,253.40,252.858611123300227692,410202,4273,103723108.00,104874,25.57,2.80,0.95
19-July-2018,253.80,257.75,251.35,252.45,254.511789939230989534,638977,13421,162627180.00,170953,26.75,6.40,-1.35
18-July-2018,259.90,259.90,247.55,251.95,252.764233594820072220,803100,7119,202994956.00,236505,29.45,12.35,-7.95
17-July-2018,254.40,259.00,252.30,257.60,256.410115031940880689,1429516,7543,366542362.00,656117,45.90,6.70,3.20
16-July-2018,261.15,261.80,250.75,251.55,253.822053227659976215,1599394,9636,405961469.00,728173,45.53,11.05,-9.60
13-July-2018,267.80,269.30,263.30,264.15,265.771201904504668611,636806,5390,169244696.00,156154,24.52,6.00,-3.65
12-July-2018,269.95,271.90,265.50,266.50,268.521476419887523129,714458,5956,191847317.00,182309,25.52,6.40,-3.45
11-July-2018,277.00,277.10,267.20,267.85,270.368421202731549280,701287,5861,189605859.00,219038,31.23,9.90,-9.15
10-July-2018,276.80,276.90,273.20,275.40,275.210026679769493687,464022,4946,127703507.00,117688,25.36,3.70,-1.40
9-July-2018,273.50,276.90,272.40,273.35,274.736290622908468732,767978,6612,210991427.00,172550,22.47,4.50,-0.15
6-July-2018,261.60,273.00,261.60,271.15,270.151611360795972556,1277833,11810,345208644.00,232168,18.17,11.40,9.55
5-July-2018,264.00,264.00,252.55,261.50,259.522493873005098943,1464421,14244,380050190.00,261710,17.87,11.45,-2.50
4-July-2018,269.60,271.40,265.80,267.00,267.773645990416302330,776527,5727,207933466.00,182228,23.47,5.60,-2.60
3-July-2018,268.10,272.00,267.55,269.50,269.613769361837797705,1812909,9089,488785229.00,893556,49.29,4.45,1.40
2-July-2018,276.00,277.00,266.10,267.25,269.779998461267369685,1208787,10440,326106555.00,316494,26.18,10.90,-8.75
29-June-2018,265.00,270.50,263.00,269.30,267.276682996297010907,1674053,8555,447435333.00,991410,59.22,7.50,4.30
28-June-2018,271.20,272.45,262.50,263.90,267.695026836400218892,1266377,10980,339002825.00,476373,37.62,9.95,-7.30
27-June-2018,279.00,279.50,270.10,271.20,274.559588049461568727,1308895,12960,359369672.00,386148,29.50,9.40,-7.80
26-June-2018,289.70,289.70,275.40,277.35,280.795015904037332110,2005780,20990,563213027.00,772092,38.49,14.30,-12.35
25-June-2018,308.15,308.15,288.00,289.85,295.299151502633781787,1375019,13498,406041944.00,468936,34.10,20.15,-18.30
22-June-2018,308.45,308.90,303.20,308.15,306.829746799089985091,400433,3809,122864756.00,82057,20.49,5.70,-0.30
21-June-2018,306.20,308.55,305.55,306.55,306.829019534623194155,299929,3010,92026921.00,74739,24.92,3.00,0.35
20-June-2018,304.70,308.30,304.00,305.60,305.958351189514382129,427023,3688,130651253.00,92166,21.58,4.30,0.90
19-June-2018,309.00,312.65,303.45,304.65,307.480868737851978075,834498,6508,256592170.00,205847,24.67,9.20,-4.35
18-June-2018,303.55,310.80,302.05,308.75,307.821861331712409318,681093,5931,209655315.00,134361,19.73,8.75,5.20
15-June-2018,306.00,307.75,300.75,303.20,304.048361290542208151,470004,3921,142903946.00,152186,32.38,7.00,-2.80
14-June-2018,308.45,309.70,303.90,305.75,305.832608260017970613,464091,5216,141934161.00,122735,26.45,5.80,-2.70
13-June-2018,308.20,311.00,307.00,308.15,309.232523474494447286,519926,4176,160778029.00,93214,17.93,4.00,-0.05
12-June-2018,310.00,313.50,307.10,308.00,310.503121801535866030,497309,4568,154415997.00,129081,25.96,6.40,-2.00
11-June-2018,311.80,313.90,307.05,309.85,310.948747239659578691,1007575,7948,313304184.00,178560,17.72,6.85,-1.95
8-June-2018,306.80,315.00,302.60,310.05,310.970735612901820241,1468816,14878,456758792.00,281636,19.17,12.40,3.25
7-June-2018,297.00,306.45,295.60,305.30,301.246020814539373803,1363470,12244,410739912.00,297392,21.81,10.85,8.30
6-June-2018,286.05,296.70,285.55,295.50,291.985010075542994746,1272388,11073,371518223.00,271684,21.35,11.15,9.45
5-June-2018,286.00,288.30,283.70,285.35,285.363953514885725360,526276,5156,150180200.00,152131,28.91,4.60,-0.65
4-June-2018,291.60,294.80,286.10,286.65,289.510824009114955044,791666,7402,229195876.00,179760,22.71,8.70,-4.95
1-June-2018,286.65,290.50,283.40,287.20,287.915763546407006197,1259799,11171,362715991.00,313806,24.91,7.10,0.55
31-May-2018,290.80,291.15,282.00,282.90,285.353044070157664788,1137096,10795,324473805.00,436303,38.37,9.15,-7.90
30-May-2018,290.90,292.40,286.25,288.95,290.003491033981025536,777993,7258,225620686.00,228489,29.37,6.15,-1.95
29-May-2018,296.30,300.20,293.00,294.60,297.867957176992720227,575018,6050,171279437.00,142188,24.73,7.20,-1.70
28-May-2018,294.90,300.00,290.45,296.20,296.296551255877401305,648033,6576,192009943.00,169420,26.14,9.55,1.30
25-May-2018,288.65,296.90,286.25,294.20,292.876453484481741834,1120841,10481,328267937.00,203587,18.16,10.65,5.55
24-May-2018,301.50,307.60,284.70,288.95,291.061425094579409902,3260752,31672,949079124.00,691996,21.22,22.90,-12.55
23-May-2018,310.50,317.00,305.65,309.25,311.595783028857199294,1179567,10984,367548103.00,221101,18.74,11.35,-1.25
22-May-2018,296.00,312.50,296.00,307.75,304.881074204924179135,1238907,12998,377719297.00,372251,30.05,16.50,11.75
21-May-2018,304.20,307.35,295.10,296.55,299.625233122092143275,759795,8523,227653754.00,223110,29.36,12.25,-7.65
18-May-2018,315.00,315.10,304.00,305.25,307.459706276971963817,716253,7745,220218937.00,249209,34.79,11.10,-9.75
17-May-2018,312.00,319.35,309.60,315.15,314.363507074006663510,1151045,6357,361846543.00,676976,58.81,9.75,3.15
16-May-2018,310.70,315.40,306.80,310.40,311.317199375339235870,749847,10166,233440268.00,199471,26.60,8.60,-0.30
15-May-2018,323.95,324.00,305.75,310.25,315.113100833755160004,1299902,14302,409616150.00,427422,32.88,18.25,-13.70
14-May-2018,332.50,333.90,323.15,324.15,326.157181991737880909,684086,6720,223119562.00,263805,38.56,10.75,-8.35
11-May-2018,335.40,335.40,330.00,330.75,331.662981703818961496,484582,4403,160717911.00,162015,33.43,5.40,-4.65
10-May-2018,343.10,344.30,332.50,333.35,337.132871277517058852,782878,11808,263933908.00,236274,30.18,11.80,-9.75
9-May-2018,332.10,346.75,331.10,341.35,341.295568305579196548,999911,10054,341265193.00,228631,22.87,15.65,9.25
8-May-2018,339.20,339.20,330.30,332.10,331.986827364541680893,354371,5242,117646504.00,154798,43.68,8.90,-7.10
7-May-2018,337.50,337.50,333.90,335.05,335.313318831062222951,243640,2500,81695737.00,88774,36.44,3.60,-2.45
4-May-2018,335.70,337.50,329.50,334.25,332.996960217024894156,474047,4903,157856210.00,129427,27.30,8.00,-1.45
3-May-2018,335.00,335.50,329.45,333.45,333.230361660877368253,1062017,14909,353896309.00,620459,58.42,6.05,-1.55
2-May-2018,349.75,352.00,335.10,336.00,343.318337196627895746,1159632,10603,398122930.00,391199,33.73,16.90,-13.75
30-April-2018,338.95,342.70,337.40,340.20,340.259408586746493626,436277,4508,148447354.00,166250,38.11,5.30,1.25
27-April-2018,332.15,337.55,331.35,336.80,334.369260869055847792,512142,5134,171244542.00,173196,33.82,6.20,4.65
26-April-2018,328.25,335.65,326.10,330.30,331.326059341786313630,686464,7664,227443412.00,220039,32.05,9.55,2.05
25-April-2018,330.55,333.95,327.90,328.65,330.210336850207916732,478076,9155,157865637.00,210254,43.98,6.05,-1.90
24-April-2018,334.00,335.50,330.85,331.55,332.729806261627739378,450969,7658,150050828.00,208555,46.25,4.65,-2.45
23-April-2018,337.00,339.65,333.00,333.50,334.679128237993071228,1076670,5430,360338977.00,656419,60.97,6.65,-3.50
20-April-2018,336.00,343.00,334.80,336.25,339.401566346719293524,802632,7239,272414558.00,312394,38.92,8.20,0.25
19-April-2018,336.00,337.00,332.50,334.85,334.837126211590018560,387920,5809,129890018.00,143730,37.05,4.50,-1.15
18-April-2018,338.00,339.95,334.10,335.50,336.837558024827365184,399398,4362,134532247.00,123243,30.86,5.85,-2.50
17-April-2018,341.40,344.30,333.10,336.90,337.804527567758765530,701127,8335,236843875.00,179900,25.66,11.20,-4.50
16-April-2018,351.50,352.50,337.90,338.95,342.307882630529295552,1281628,13915,438711367.00,491840,38.38,14.60,-12.55
13-April-2018,359.00,360.60,354.45,356.65,357.162373052638075144,259261,3473,92598274.00,64167,24.75,6.15,-2.35
12-April-2018,359.30,363.95,356.85,358.05,360.493715687435594814,734607,6287,264821207.00,240321,32.71,7.10,-1.25
11-April-2018,354.10,357.10,350.70,355.30,353.940597927000893626,373758,4420,132288130.00,78147,20.91,6.40,1.20
10-April-2018,360.95,362.45,352.00,353.40,355.296771908819177146,474398,5644,168552078.00,142295,29.99,10.45,-7.55
9-April-2018,363.90,368.40,357.00,358.30,361.378969602796931144,494256,5102,178613724.00,133225,26.95,11.40,-5.60
6-April-2018,363.50,368.25,356.60,363.85,363.020740092874759747,653999,7434,237415201.00,80349,12.29,11.65,0.35
5-April-2018,364.80,372.40,360.40,363.60,366.676946116365068916,2198237,15576,806042830.00,1119457,50.93,12.00,-1.20
4-April-2018,349.85,363.45,346.10,355.70,358.271619519482709463,1476617,16283,529029964.00,383704,25.99,17.35,5.85
3-April-2018,339.35,344.70,337.45,343.35,342.481578690705920873,574172,7207,196643333.00,146371,25.49,7.25,4.00
2-April-2018,335.00,340.00,332.00,338.80,336.698647604748071503,459555,5892,154731547.00,118418,25.77,8.00,3.80
28-March-2018,331.25,333.75,326.15,327.45,330.068565260106492655,494682,5269,163278978.00,175606,35.50,7.60,-3.80
27-March-2018,333.90,335.70,330.00,331.05,332.975553592979113973,432538,4140,144024580.00,160260,37.05,5.70,-2.85
26-March-2018,330.00,333.70,324.50,332.05,328.866346048435913690,629409,6425,206991438.00,192970,30.66,9.20,2.05
23-March-2018,331.00,335.00,330.10,331.10,331.996052565329036805,496525,6363,164844340.00,186412,37.54,4.90,0.10
22-March-2018,339.80,339.90,335.00,338.20,337.966973262387623699,481307,5298,162665870.00,116768,24.26,4.90,-1.60
21-March-2018,340.00,342.30,332.60,333.90,337.159359335475352290,494549,4928,166741824.00,163375,33.04,9.70,-6.10
20-March-2018,335.75,340.40,333.40,339.25,338.304500960321271116,366544,4119,124003485.00,105445,28.77,7.00,3.50
19-March-2018,341.90,342.45,332.55,335.75,336.804862105793306924,559922,10756,188584452.00,203272,36.30,9.90,-6.15
16-March-2018,352.90,352.90,339.00,340.10,343.699431381893310217,707153,8572,243048084.00,280691,39.69,13.90,-12.80
15-March-2018,355.00,358.40,351.30,353.05,354.650036658915924442,2625555,4427,931153177.00,2111294,80.41,7.10,-1.95
14-March-2018,352.85,354.95,349.80,354.15,352.251917086917828537,269680,2654,94995297.00,66512,24.66,5.15,1.30
13-March-2018,351.95,356.35,350.05,353.75,353.870112127719882433,391607,4395,138578013.00,105824,27.02,6.30,1.80
12-March-2018,344.55,353.05,340.65,352.20,346.722026444353088520,522985,5488,181330419.00,134057,25.63,12.40,7.65
9-March-2018,345.00,348.70,340.65,341.70,344.115032202036211636,487081,5083,167611894.00,151485,31.10,8.05,-3.30
8-March-2018,350.55,351.80,341.75,345.90,345.569486279779151887,471093,5578,162795366.00,152322,32.33,10.05,-4.65
7-March-2018,345.00,354.90,342.90,348.00,349.217265980788459806,844076,9106,294765913.00,207714,24.61,12.00,3.00
6-March-2018,356.95,358.00,345.00,346.60,351.622460338841756934,786916,8663,276697340.00,289414,36.78,13.00,-10.35
5-March-2018,370.85,370.85,351.00,352.15,357.356072209511569569,888581,10578,317539816.00,378036,42.54,19.85,-18.70
1-March-2018,367.90,376.25,367.90,370.85,372.644600441605206292,593743,5668,221255123.00,230100,38.75,8.35,2.95
28-February-2018,369.00,373.50,367.05,370.20,370.736333505027657716,357224,3621,132435916.00,89486,25.05,6.45,1.20
27-February-2018,375.00,376.80,370.55,372.85,373.282545098618196930,365754,4653,136529584.00,92624,25.32,6.25,-2.15
26-February-2018,362.00,373.50,362.00,372.05,370.129599973827770371,611335,7760,226273179.00,192257,31.45,11.50,10.05
23-February-2018,357.55,364.50,357.55,360.45,361.537472150743605975,486548,4940,175905334.00,124812,25.65,6.95,2.90
22-February-2018,364.00,364.00,357.90,358.55,360.043576474544621858,451987,5950,162735016.00,165071,36.52,6.10,-5.45
21-February-2018,370.30,374.00,363.00,364.35,365.067187802261576068,454904,11900,166070524.00,184690,40.60,11.00,-5.95
20-February-2018,370.00,370.70,366.50,368.90,368.730410973261191390,228993,3137,84436683.00,70432,30.76,4.20,-1.10
