Date,Price,Open,High,Low,Vol.,Change %
"Jun 30, 2016",2758.95,2779.9,2789.45,2731,372.37K,-0.45
"Jun 29, 2016",2771.4,2749.8,2778.1,2706.75,140.38K,0.85
"Jun 28, 2016",2748.15,2687,2753.6,2680.05,223.09K,2.42
"Jun 27, 2016",2683.3,2635,2695.95,2625.3,170.26K,1.91
"Jun 24, 2016",2632.95,2580,2644.4,2519.1,147.59K,0.29
"Jun 23, 2016",2625.45,2618,2642,2609.3,163.37K,0.45
"Jun 22, 2016",2613.7,2568.4,2620,2561.1,293.76K,1.9
"Jun 21, 2016",2564.85,2595,2607,2560.3,458.79K,-2.19
"Jun 20, 2016",2622.2,2625,2632,2587.5,180.63K,-0.66
"Jun 17, 2016",2639.6,2690,2698.5,2636.8,285.24K,-1.76
"Jun 16, 2016",2686.9,2680,2696.2,2672.05,100.52K,0.16
"Jun 15, 2016",2682.6,2699,2699,2671.25,109.91K,0.05
"Jun 14, 2016",2681.15,2676,2696.5,2667.5,108.27K,0.11
"Jun 13, 2016",2678.2,2716,2716,2660,111.05K,-1.87
"Jun 10, 2016",2729.25,2774,2774,2724.05,92.01K,-1.16
"Jun 09, 2016",2761.25,2770,2795.5,2752.05,197.49K,-0.33
"Jun 08, 2016",2770.4,2780.15,2807,2760.05,130.46K,-0.89
"Jun 07, 2016",2795.15,2777,2810,2777,401.52K,0.77
"Jun 06, 2016",2773.85,2765,2788.5,2735.15,102.03K,0.38
"Jun 03, 2016",2763.35,2800,2804.6,2756.05,166.82K,-1.29
"Jun 02, 2016",2799.5,2769.95,2822.3,2760.55,186.24K,1.24
"Jun 01, 2016",2765.1,2740,2792.4,2725.2,480.96K,2.18
"May 31, 2016",2706.2,2748,2759,2690.95,274.38K,-1.45
"May 30, 2016",2746.05,2720,2758,2720,110.94K,0.98
"May 27, 2016",2719.3,2759,2761.85,2701.1,513.07K,-0.91
"May 26, 2016",2744.4,2756.8,2795,2728.05,359.67K,-0.26
"May 25, 2016",2751.45,2660.7,2765,2657.5,354.19K,3.67
"May 24, 2016",2654.05,2682.5,2750,2610,562.84K,-1.06
"May 23, 2016",2682.5,2850,2850,2661,760.90K,-8.47
"May 20, 2016",2930.7,3009.9,3035.05,2910,202.24K,-2.18
"May 19, 2016",2995.95,2979.95,3015,2976.1,156.75K,0.82
"May 18, 2016",2971.6,3003.95,3004,2968,181.32K,-1.13
"May 17, 2016",3005.65,2942.2,3017.9,2942.2,235.67K,2.39
"May 16, 2016",2935.55,2964,2978.95,2903.2,146.25K,-0.62
"May 13, 2016",2954,2935,2977,2925.6,269.72K,0.6
"May 12, 2016",2936.45,2867,2950,2840,259.64K,3.13
"May 11, 2016",2847.45,2810,2858.9,2790.95,98.10K,0.94
"May 10, 2016",2820.9,2815.1,2863,2815.1,115.70K,0.25
"May 09, 2016",2813.75,2839,2839,2800,280.23K,-0.13
"May 06, 2016",2817.3,2828,2847,2812,63.78K,-0.15
"May 05, 2016",2821.45,2817,2852,2810.1,56.57K,0.13
"May 04, 2016",2817.75,2847,2857.9,2803.95,114.46K,-1.03
"May 03, 2016",2847.1,2861.4,2899.9,2835,219.95K,-0.4
"May 02, 2016",2858.4,2856,2871.95,2835,74.32K,-0.15
"Apr 29, 2016",2862.6,2827,2896,2826,141.29K,1.31
"Apr 28, 2016",2825.55,2875,2918,2812,404.38K,-1.25
"Apr 27, 2016",2861.4,2830.6,2875.95,2830.6,167.43K,0.85
"Apr 26, 2016",2837.3,2820.05,2848,2796.2,135.79K,0.72
"Apr 25, 2016",2817.1,2813,2837,2800,171.26K,-0.19
"Apr 22, 2016",2822.6,2793,2830,2788.75,144.87K,1.25
"Apr 21, 2016",2787.85,2847.7,2870,2780,177.69K,-2.02
