Date,Price,Open,High,Low,Vol.,Change %
"Oct 19, 2015",604.67,604,641,600,1.07M,0.05
"Oct 16, 2015",604.35,612.5,620,600.05,276.85K,-1.32
"Oct 15, 2015",612.42,622.5,622.5,610.4,249.55K,-1.62
"Oct 14, 2015",622.5,617.75,635.12,615.55,157.19K,0.63
"Oct 13, 2015",618.58,629.4,631.98,608.08,226.69K,-1.02
"Oct 12, 2015",624.95,629.5,629.5,621.08,105.74K,-0.49
"Oct 09, 2015",628.02,633.62,644.45,624.45,282.07K,-0.9
"Oct 08, 2015",633.75,645,648.85,631.05,148.73K,-1.57
"Oct 07, 2015",643.83,661.8,662.23,638.5,268.97K,-2.61
"Oct 06, 2015",661.08,656.08,670.75,656.08,247.88K,0.76
"Oct 05, 2015",656.12,617,672.48,617,719.21K,6.78
"Oct 01, 2015",614.45,615.92,623.23,607.5,227.02K,0.74
"Sep 30, 2015",609.92,594.5,612.5,583.25,744.98K,3.68
"Sep 29, 2015",588.25,582,596.25,581.4,271.75K,0.55
"Sep 28, 2015",585.05,589.15,595.8,575.25,210.19K,-0.37
"Sep 24, 2015",587.25,581,593,580.08,437.81K,0.41
"Sep 23, 2015",584.83,594,594,577.5,248.58K,-0.51
"Sep 22, 2015",587.8,590.5,598.9,582.5,340.77K,-0.38
"Sep 21, 2015",590.05,594.2,606.9,584.3,358.76K,-0.69
"Sep 18, 2015",594.17,630,630,585.5,612.88K,-3.67
"Sep 16, 2015",616.83,640,643.75,612.5,225.17K,-2.9
"Sep 15, 2015",635.25,634.95,643.5,627.58,274.04K,1.7
"Sep 14, 2015",624.65,610.1,630,602,234.96K,2.15
"Sep 11, 2015",611.52,612.5,622.5,600.5,599.49K,1.19
"Sep 10, 2015",604.33,590.4,615,582.5,1.12M,3.7
"Sep 09, 2015",582.77,592,608.83,576.25,425.64K,0.23
"Sep 08, 2015",581.45,586.95,610,577.5,305.27K,-0.56
"Sep 07, 2015",584.73,624.48,624.48,573.45,798.84K,-4.24
"Sep 04, 2015",610.6,650.5,650.5,609,1.75M,-6.35
"Sep 03, 2015",651.98,662,666.27,640.5,1.29M,-1.33
"Sep 02, 2015",660.77,671,704.92,643.25,742.83K,-1.13
"Sep 01, 2015",668.3,661.85,675,656.17,373.95K,0.32
"Aug 31, 2015",666.17,660.05,688,658.75,1.02M,1.91
"Aug 28, 2015",653.7,636.95,660.35,630.02,541.47K,4.66
"Aug 27, 2015",624.6,633.7,654.98,620.52,508.82K,1.33
"Aug 26, 2015",616.42,625.05,653.5,607.5,522.48K,-2.03
"Aug 25, 2015",629.17,613.5,654.23,613.5,595.89K,2.98
"Aug 24, 2015",610.98,645,646.98,601,328.41K,-6.49
"Aug 21, 2015",653.4,655.98,675.75,631.65,286.28K,-0.41
"Aug 20, 2015",656.12,640.05,663,640.05,435.88K,3.04
"Aug 19, 2015",636.75,652,657.8,631.05,165.89K,-2.35
"Aug 18, 2015",652.08,661.25,661.25,646,205.57K,0.51
"Aug 17, 2015",648.75,646,664.27,646,89.36K,0.5
"Aug 14, 2015",645.52,652.5,665.88,642.55,171.36K,-0.24
"Aug 13, 2015",647.1,688.45,693.45,640.05,253.31K,-4.51
"Aug 12, 2015",677.67,698.5,701.8,676.62,142.34K,-3.01
"Aug 11, 2015",698.67,709.45,714.85,683.92,351.76K,-0.45
"Aug 10, 2015",701.83,709.45,712,695.58,256.09K,0.12
"Aug 07, 2015",701.02,698.25,716.9,692.65,235.60K,1.21
"Aug 06, 2015",692.65,706.75,716.98,690,333.05K,-1.64
"Aug 05, 2015",704.2,671.5,712.5,669.9,764.79K,5.62
"Aug 04, 2015",666.75,686,706.98,663,470.35K,-3.27
"Aug 03, 2015",689.3,688.05,729.5,684.35,603.19K,0.18
"Jul 31, 2015",688.05,663.98,699,662.5,1.26M,4.24
"Jul 30, 2015",660.08,635,676,628.5,680.96K,5.73
"Jul 29, 2015",624.33,606.5,638.5,605,1.19M,3.86
"Jul 28, 2015",601.15,610,614.88,594,288.52K,-2.1
"Jul 27, 2015",614.05,615,627.5,601.62,256.40K,-0.07
"Jul 24, 2015",614.5,615.05,619.45,604,638.20K,-0.54
"Jul 23, 2015",617.85,610.05,622.5,608.75,163.47K,1.28
"Jul 22, 2015",610.05,609.5,619.85,608.25,156.15K,0.05
"Jul 21, 2015",609.73,616,619.42,606.05,264.18K,-0.49
"Jul 20, 2015",612.73,622.5,622.52,605,103.51K,-1.16
"Jul 17, 2015",619.92,608.85,622.5,604,135.85K,2.6
"Jul 16, 2015",604.23,601.5,608.5,590.5,190.77K,0.53
"Jul 15, 2015",601.05,601.8,602.55,590.92,156.68K,-0.12
"Jul 14, 2015",601.77,590.9,603.05,589.98,292.93K,1.95
"Jul 13, 2015",590.25,584.95,595,583.8,231.64K,0.96
"Jul 10, 2015",584.65,576,586.77,574,225.78K,2.17
"Jul 09, 2015",572.23,584.95,588.45,569.83,283.64K,-1.86
"Jul 08, 2015",583.08,597.95,602.52,578,178.53K,-3.97
"Jul 07, 2015",607.2,605,612.25,600.05,101.37K,0.13
"Jul 06, 2015",606.42,611,615.5,596,135.29K,-0.79
"Jul 03, 2015",611.27,599.92,614.5,592.08,258.84K,2.35
"Jul 02, 2015",597.23,608.33,616.45,594,209.29K,-0.93
"Jul 01, 2015",602.83,615,624.95,589.5,325.08K,-2.55
"Jun 30, 2015",618.6,602.5,631.4,602.5,651.84K,2.73
"Jun 29, 2015",602.17,577.55,609.9,577.55,231.51K,0.44
"Jun 26, 2015",599.55,576.73,602.4,574,446.35K,3.67
"Jun 25, 2015",578.35,579.42,581.5,570.4,459.23K,-0.51
"Jun 24, 2015",581.3,570.5,585,570.5,107.26K,1.6
"Jun 23, 2015",572.12,575.05,582,567.5,63.31K,-1.13
"Jun 22, 2015",578.67,554.25,581.5,554.25,152.99K,3.2
"Jun 19, 2015",560.73,562.48,567.4,549.2,707.06K,-0.05
"Jun 18, 2015",561,563.5,564.95,557.77,299.40K,-0.35
