Date,Price,Open,High,Low,Vol.,Change %
"Oct 10, 2016",403.7,395.3,408.6,395,1.32M,2.12
"Oct 07, 2016",395.3,399.9,400.95,392.3,1.41M,-0.89
"Oct 06, 2016",398.85,406.5,408.9,395.1,903.12K,-1.74
"Oct 05, 2016",405.9,406.7,408.85,400.7,734.68K,-0.16
"Oct 04, 2016",406.55,407.35,408.2,400.6,784.34K,-0.01
"Oct 03, 2016",406.6,398,408.55,395.1,1.13M,2.91
"Sep 30, 2016",395.1,393.05,399.2,383.2,1.52M,0.5
"Sep 29, 2016",393.15,413,413.95,391.05,1.44M,-4.04
"Sep 28, 2016",409.7,405,410.9,402,1.07M,1.07
"Sep 27, 2016",405.35,402,406.75,402,599.70K,0.15
"Sep 26, 2016",404.75,408.5,410.85,401.5,555.48K,-1.04
"Sep 23, 2016",409,414,419,407.3,834.60K,-1.3
"Sep 22, 2016",414.4,409.85,417,408.55,1.14M,1.96
"Sep 21, 2016",406.45,405.7,409.9,402.25,1.05M,0.89
"Sep 20, 2016",402.85,401,406.5,399.7,515.85K,0
"Sep 19, 2016",402.85,406,409.5,401.5,860.01K,-1.17
"Sep 16, 2016",407.6,408.5,410.8,403.2,1.32M,0.3
"Sep 15, 2016",406.4,417.9,417.9,404.4,1.55M,-1.97
"Sep 14, 2016",414.55,414,418,406,1.56M,0.79
"Sep 12, 2016",411.3,420,420,410,994.63K,-2.98
"Sep 09, 2016",423.95,434.2,434.2,422.1,975.26K,-2.06
"Sep 08, 2016",432.85,425.4,434.9,423.35,990.01K,1.78
"Sep 07, 2016",425.3,444,444.5,423.3,1.10M,-2.78
"Sep 06, 2016",437.45,419.15,440,419,1.34M,4.57
"Sep 02, 2016",418.35,415.8,420.1,415,653.10K,1.17
"Sep 01, 2016",413.5,419,424.2,411.25,771.30K,-1.19
"Aug 31, 2016",418.5,408,420.25,408,1.68M,2.67
"Aug 30, 2016",407.6,403.95,410.5,402.1,866.95K,1.09
"Aug 29, 2016",403.2,405.75,405.85,400.25,232.13K,-0.63
"Aug 26, 2016",405.75,398.4,407.3,398.05,586.83K,2.7
"Aug 25, 2016",395.1,405.45,408.1,392,1.67M,-2.24
"Aug 24, 2016",404.15,406.9,410.35,401.6,568.05K,-0.64
"Aug 23, 2016",406.75,403,407.5,401.6,1.35M,0.94
"Aug 22, 2016",402.95,402.5,406.5,399.15,618.31K,0.24
"Aug 19, 2016",402,400,403.35,394.15,1.12M,0.97
"Aug 18, 2016",398.15,405,407.8,397.1,745.82K,-1.61
"Aug 17, 2016",404.65,404.85,409.9,401.1,902.57K,0.02
"Aug 16, 2016",404.55,402.15,407.9,392.5,985.38K,0.65
"Aug 12, 2016",401.95,401.2,407.8,399.6,1.06M,0.4
"Aug 11, 2016",400.35,404.8,405.95,398.45,1.78M,-0.89
"Aug 10, 2016",403.95,420.1,420.1,402.35,915.54K,-3.84
"Aug 09, 2016",420.1,405,421.75,405,813.30K,0.1
"Aug 08, 2016",419.7,420,422.2,415,616.89K,0.78
"Aug 05, 2016",416.45,410,418.15,404.5,1.06M,2.02
"Aug 04, 2016",408.2,410,411.65,398.1,1.76M,-1.58
"Aug 03, 2016",414.75,424.7,427,395.3,3.49M,-2.05
"Aug 02, 2016",423.45,422.95,429,421.65,737.73K,0.27
"Aug 01, 2016",422.3,423.1,426,416.5,527.57K,0.21
"Jul 29, 2016",421.4,425.1,427.5,419.5,524.66K,-1.22
"Jul 28, 2016",426.6,411.7,432.5,410.55,1.93M,3.62
"Jul 27, 2016",411.7,414.3,416.4,407.2,529.34K,-0.56
"Jul 26, 2016",414,414.5,419.35,411.2,675.18K,0.3
"Jul 25, 2016",412.75,411,416.5,409,704.24K,0.74
"Jul 22, 2016",409.7,410,412.15,405.7,562.27K,0.12
"Jul 21, 2016",409.2,412,414.3,406.25,316.46K,-0.7
"Jul 20, 2016",412.1,409,417.4,407.2,537.32K,-0.28
"Jul 19, 2016",413.25,413.9,415.35,409.5,614.05K,-0.13
"Jul 18, 2016",413.8,422,422,391.5,613.96K,-0.95
"Jul 15, 2016",417.75,426.5,435,415.05,2.85M,0.69
"Jul 14, 2016",414.9,408,416.8,406.3,1.01M,2.5
"Jul 13, 2016",404.8,406.15,407.4,401,996.48K,-0.31
"Jul 12, 2016",406.05,404.15,408.45,398,602.54K,0.84
"Jul 11, 2016",402.65,405.2,407,401.6,896.35K,0.3
"Jul 08, 2016",401.45,402.1,405.9,397.75,332.69K,-0.35
"Jul 07, 2016",402.85,402.9,404.7,401.2,442.53K,0.24
"Jul 05, 2016",401.9,398,407,398,608.93K,-0.83
"Jul 04, 2016",405.25,408,409.9,404.3,359.80K,-0.15
"Jul 01, 2016",405.85,413.8,413.8,404.15,881.01K,-0.1
"Jun 30, 2016",406.25,398,410.15,396,3.61M,2.46
"Jun 29, 2016",396.5,389,398,387.7,972.22K,1.69
"Jun 28, 2016",389.9,395,396,388.1,451.12K,-0.41
"Jun 27, 2016",391.5,392,395.8,388.45,963.79K,0.27
"Jun 24, 2016",390.45,382,400.5,378.05,2.57M,0.59
"Jun 23, 2016",388.15,378.8,389.7,377.55,1.07M,2.33
"Jun 22, 2016",379.3,375.95,380.9,375.5,887.95K,1.03
"Jun 21, 2016",375.45,376.9,377.4,373.2,453.25K,-0.31
"Jun 20, 2016",376.6,375,378.3,371.1,1.36M,0.07
"Jun 17, 2016",376.35,372.35,378,372,1.83M,1.31
"Jun 16, 2016",371.5,366,372.55,364.5,850.82K,1.27
"Jun 15, 2016",366.85,368.05,369.9,364.25,736.62K,-0.05
"Jun 14, 2016",367.05,364.7,368.85,363.6,452.86K,0.78
"Jun 13, 2016",364.2,360,367,358.25,603.74K,0.61
"Jun 10, 2016",362,364.2,366.65,360.6,422.02K,-0.73
"Jun 09, 2016",364.65,363,366.45,361.5,394.76K,0.72
"Jun 08, 2016",362.05,361.75,365.5,357.5,1.18M,0.4
"Jun 07, 2016",360.6,354.3,361.8,353.95,1.18M,2.15
"Jun 06, 2016",353,354.9,357.05,351.7,908.12K,-0.66
"Jun 03, 2016",355.35,359.4,361.65,353.2,1.13M,-0.75
"Jun 02, 2016",358.05,358.75,363,354.6,1.14M,-0.33
"Jun 01, 2016",359.25,359,364.25,356.4,1.52M,-0.35
"May 31, 2016",360.5,372.5,381.95,355.35,27.07M,-0.84
"May 30, 2016",363.55,361.1,365.6,354.25,2.10M,0.86
"May 27, 2016",360.45,363.9,363.9,359.1,804.69K,-0.4
"May 26, 2016",361.9,363.25,366.95,359,1.58M,-0.73
"May 25, 2016",364.55,363.15,366.4,358.65,1.15M,0.54
"May 24, 2016",362.6,364.9,367.5,358.7,2.01M,0
"May 23, 2016",362.6,366.4,368.85,361,791.27K,-0.94
"May 20, 2016",366.05,366.95,369.45,363.8,1.83M,0.58
"May 19, 2016",363.95,365.75,368.3,362.8,1.20M,-0.36
"May 18, 2016",365.25,364.1,368.75,362.1,1.50M,0.14
"May 17, 2016",364.75,367,371.4,363.25,1.46M,-0.03
"May 16, 2016",364.85,366,369,363.5,2.15M,0.04
"May 13, 2016",364.7,375.1,384.85,363.65,2.54M,-2.49
