Date,Price,Open,High,Low,Vol.,Change %
"Jul 19, 2016",34829.5,34599,34940,34352.05,3.66K,0.67
"Jul 18, 2016",34599.15,34350,34700,34154.25,8.12K,1.1
"Jul 15, 2016",34221.85,34650,34828,34140,4.00K,-1
"Jul 14, 2016",34567.3,34510,34990,34092.5,5.13K,0.22
"Jul 13, 2016",34490.05,35370,35499.95,34300,7.76K,-2.12
"Jul 12, 2016",35238.25,35350,35680,35174,5.40K,-0.15
"Jul 11, 2016",35292.75,35502.7,35840.05,35190.9,4.31K,-0.28
"Jul 08, 2016",35391.1,35231,35470,35000,6.31K,0.45
"Jul 07, 2016",35231.25,34944.9,35400,34826.4,7.61K,1.4
"Jul 05, 2016",34746.2,35000.1,35199.9,34501,10.17K,-1.14
"Jul 04, 2016",35146.6,33699,35229,33699,15.06K,4.43
"Jul 01, 2016",33656.65,33077.65,33900,33050,7.30K,1.75
"Jun 30, 2016",33077.65,33740,33740,32850.95,15.79K,-1.32
"Jun 29, 2016",33519.2,33298,33673.55,32900,15.10K,1.75
"Jun 28, 2016",32941.9,32200,33150,31900,8.77K,3.36
"Jun 27, 2016",31870.95,31340,31977.95,31144.2,2.86K,1.77
"Jun 24, 2016",31317.25,31499,31500,30101,5.84K,-1.14
"Jun 23, 2016",31676.9,31740,31844.9,31500,4.28K,-0.13
"Jun 22, 2016",31718.75,31874.75,32150.95,31500,4.15K,-0.4
"Jun 21, 2016",31844.9,32378,32424,31702,3.80K,-1.25
"Jun 20, 2016",32246.95,31330,32350,31021,9.13K,2.92
"Jun 17, 2016",31332.25,31750,31848,31251.05,5.24K,-0.83
"Jun 16, 2016",31595.2,31750,31825,31517,5.18K,-0.22
"Jun 15, 2016",31663.65,31985,32200,31550.55,5.61K,-0.81
"Jun 14, 2016",31923.2,32000,32300,31890,3.64K,-0.19
"Jun 13, 2016",31982.65,32000,32192.95,31901.65,3.87K,-0.67
"Jun 10, 2016",32197.05,32550,32640,32085,4.48K,-1.07
"Jun 09, 2016",32546.45,32700,32799.95,32500,2.26K,-0.2
"Jun 08, 2016",32612.25,33319.9,33319.9,32523,5.16K,-1.22
"Jun 07, 2016",33013.5,33400,33456.7,32790,3.40K,-0.75
"Jun 06, 2016",33262.4,33500,33551.5,33150,1.43K,-0.49
"Jun 03, 2016",33427.65,33679.9,33679.9,33290,3.98K,0.01
"Jun 02, 2016",33425.6,33305,33593,33101,3.93K,0.25
"Jun 01, 2016",33341.95,33700,33879,33200,2.86K,-1.28
"May 31, 2016",33774.45,33575.85,33999.9,33301.1,5.85K,0.98
"May 30, 2016",33447.9,33719,33840,33222.1,2.88K,-0.28
"May 27, 2016",33542.2,32700,33725,32652.05,7.92K,3.04
"May 26, 2016",32553.05,32000,32888,31913.55,8.84K,1.84
"May 25, 2016",31965.4,31400,32070,31200,6.20K,2.57
"May 24, 2016",31164.45,31790,31850,31002,10.56K,-1.95
"May 23, 2016",31783.8,32205,32354.95,31720,5.30K,-0.69
"May 20, 2016",32005.8,32579.2,32699,31928,5.33K,-1.76
"May 19, 2016",32579.2,32800,32930.7,32400,4.67K,-0.9
"May 18, 2016",32874.4,32820,33100,32655,5.23K,0.2
"May 17, 2016",32810.2,33033.3,33229.95,32739.35,3.29K,-0.67
"May 16, 2016",33031,33000,33156.1,32610,5.10K,0.38
"May 13, 2016",32907.05,33297,33500,32850,3.90K,-1.17
"May 12, 2016",33297.4,32805,33390,32600.05,9.34K,1.37
"May 11, 2016",32848.15,33290,33296.55,32669,8.08K,-1.46
"May 10, 2016",33333.4,33787,33844,33215,7.77K,-1.05
"May 09, 2016",33687.1,33701.2,33989.95,33600.1,5.05K,-0.16
"May 06, 2016",33742.05,33880,33880,33400,3.87K,-0.28
"May 05, 2016",33835.9,33929.9,33972.15,33650,3.70K,0.36
"May 04, 2016",33715.05,33450,34095.6,33300,9.25K,0.84
"May 03, 2016",33434.9,34500,34944.35,33201,31.80K,-2.2
"May 02, 2016",34187,33755,34750,33750,8.83K,1.18
"Apr 29, 2016",33787.75,34350,34350,33555.45,10.27K,-0.95
"Apr 28, 2016",34113.1,34990,35135,34000.05,11.11K,-1.94
"Apr 27, 2016",34786.25,35721,35846.95,34630,8.96K,-2.62
"Apr 26, 2016",35721.05,35500,35944,35400,3.05K,0.89
"Apr 25, 2016",35404.9,35500,35809.2,35150,6.14K,-0.39
"Apr 22, 2016",35541.95,36000,36099,35414.05,5.82K,-1.31
"Apr 21, 2016",36012.8,36940,37018.95,35800,5.22K,-2.18
"Apr 20, 2016",36816.25,36850,37198,36700,4.64K,0.21
"Apr 18, 2016",36740,36300,36928,36141,4.19K,0.39
"Apr 13, 2016",36595.8,36974,37000,36301,11.22K,0.9
